input_distribution,method,precision,threads,n,n_obs,best,median,mean,std,q25,q75,q05,q95
alternating_sign,openmp,mixed_fp32_fp64,2.0,13572088,8,0.007999631,0.00937511849999995,0.011362603749999964,0.004312067155096587,0.008159108249999925,0.013358158499999976,0.00802534375,0.018059688349999967
alternating_sign,openmp,mixed_fp32_fp64,2.0,26050038,8,0.013929851,0.014848577,0.015194329999999989,0.0011889611573607207,0.0144073875,0.015832401499999975,0.01398170875,0.017000874599999966
alternating_sign,openmp,mixed_fp32_fp64,2.0,50000000,8,0.0253499039999999,0.026575906500000003,0.026695346249999974,0.0012081914522997584,0.025611005750000002,0.02742929475,0.025406171049999933,0.028418699149999935
alternating_sign,openmp,mixed_fp32_fp64,4.0,1000000,8,0.000346724,0.0003703125,0.000378769624999975,2.556204897297077e-05,0.000363431999999925,0.00039402549999992503,0.0003511459,0.00041636965
alternating_sign,openmp,mixed_fp32_fp64,4.0,1919384,8,0.000581907,0.00079170549999995,0.0009261578749999751,0.00044869343206867403,0.000657078499999975,0.00095590275,0.000582755049999965,0.0016616104999999997
alternating_sign,openmp,mixed_fp32_fp64,4.0,3684032,8,0.001149455,0.001552299,0.0032442491249999876,0.0032298675010590926,0.0013083510000000001,0.003735066499999975,0.0011509495,0.008575036999999966
alternating_sign,openmp,mixed_fp32_fp64,4.0,7071068,8,0.002289969,0.0027745154999999503,0.0027709297499999377,0.00036915526120502644,0.0024577867499999003,0.003048924749999925,0.002335738499999965,0.0032247332499999353
alternating_sign,openmp,mixed_fp32_fp64,4.0,13572088,8,0.0044052459999999,0.00532799749999995,0.006355730374999963,0.0029393573345584214,0.004649574249999925,0.006317975,0.004474815849999935,0.011150186499999997
alternating_sign,openmp,mixed_fp32_fp64,4.0,26050038,8,0.008872364,0.01113371849999995,0.011703288249999989,0.003073725586770502,0.0092131855,0.012872814750000001,0.0089017752,0.016459978849999998
alternating_sign,openmp,mixed_fp32_fp64,4.0,50000000,8,0.017194381,0.01814804549999995,0.019608387999999963,0.0032150296838770725,0.017784452999999978,0.019928862499999925,0.017276443399999966,0.02496582495
alternating_sign,openmp,mixed_fp32_fp64,8.0,1000000,8,0.000183913,0.00019875599999994998,0.0002030987499999625,1.5345001221901442e-05,0.000192713499999975,0.000213380249999975,0.000186654549999965,0.000224898649999965
alternating_sign,openmp,mixed_fp32_fp64,8.0,1919384,8,0.005504603,0.0082897354999999,0.008906241124999962,0.003306441096817228,0.007037752499999925,0.0093472265,0.0055951795,0.014222683399999998
alternating_sign,openmp,mixed_fp32_fp64,8.0,3684032,8,0.0018342479999999,0.01569591949999995,0.014477915124999938,0.005800824604925554,0.013681052999999901,0.016428321,0.005803785599999901,0.020455226899999932
alternating_sign,openmp,mixed_fp32_fp64,8.0,7071068,8,0.005910791,0.00895996,0.009364119375,0.0028607452350352916,0.007294318500000001,0.01190099875,0.0059713805500000005,0.0128942235
alternating_sign,openmp,mixed_fp32_fp64,8.0,13572088,8,0.0063410749999999,0.010240130499999951,0.011027075999999938,0.003962168230298901,0.0081499407499999,0.014311326749999975,0.0064761837499999,0.016278329799999963
alternating_sign,openmp,mixed_fp32_fp64,8.0,26050038,8,0.007653031,0.0159534925,0.015341442999999988,0.004661881931392357,0.0133517845,0.017617286499999926,0.008651908600000001,0.021134025549999998
alternating_sign,openmp,mixed_fp32_fp64,8.0,50000000,8,0.0114308469999999,0.016412672500000003,0.016632746499999976,0.003943352327147343,0.013881795,0.019154196249999925,0.011856353899999936,0.02200287165
alternating_sign,openmp,mixed_fp32_fp64,16.0,1000000,8,0.0002044679999999,0.01008574199999995,0.010039870499999938,0.007617523262627374,0.0051787564999999005,0.0148542025,0.0002169521499999,0.020090997799999934
alternating_sign,openmp,mixed_fp32_fp64,16.0,1919384,8,0.0130143989999999,0.0202015065,0.01940530287499995,0.004505373602854574,0.016129059249999925,0.0220978012499999,0.013449214849999936,0.025027125299999963
alternating_sign,openmp,mixed_fp32_fp64,16.0,3684032,8,0.0131086039999999,0.021936941,0.021619329749999965,0.005941011166873881,0.018597016249999924,0.024139413749999974,0.013939295749999935,0.029589463149999964
alternating_sign,openmp,mixed_fp32_fp64,16.0,7071068,8,0.012980624,0.02094178299999995,0.019704399499999962,0.004642513081324994,0.015670305249999926,0.021855823999999975,0.0137779296,0.025670642799999963
alternating_sign,openmp,mixed_fp32_fp64,16.0,13572088,8,0.0134208209999999,0.01979185299999995,0.021349653624999975,0.006189158141469364,0.0174805445,0.027494381000000002,0.013842356799999936,0.0289207363
alternating_sign,openmp,mixed_fp32_fp64,16.0,26050038,8,0.010954926,0.018100600499999953,0.017633411874999987,0.0034738642069260697,0.01659380175,0.019985131750000003,0.0122380827,0.02126217845
alternating_sign,openmp,mixed_fp32_fp64,16.0,50000000,8,0.0147422449999999,0.0199531345,0.021411544249999925,0.00581325914715232,0.018356231249999903,0.0224854802499999,0.015582822849999902,0.030777886599999894
alternating_sign,openmp,mixed_fp32_fp64,22.0,1000000,8,0.0116943499999999,0.0202740585,0.019526305749999976,0.0035327283534792434,0.018902503249999925,0.0215644745,0.014020525249999936,0.022752092550000002
alternating_sign,openmp,mixed_fp32_fp64,22.0,1919384,8,0.014539425,0.022420354,0.022352407249999987,0.0051028272056067225,0.019742515500000002,0.025395935249999974,0.0154000869,0.02898741219999996
alternating_sign,openmp,mixed_fp32_fp64,22.0,3684032,8,0.0119006819999999,0.024202007,0.022651838249999987,0.005406670272521073,0.020472055000000003,0.0257200685,0.014238027499999936,0.0281878976
alternating_sign,openmp,mixed_fp32_fp64,22.0,7071068,8,0.0162575309999999,0.0256332895,0.028974678624999937,0.014348044238664558,0.0175905839999999,0.032808148749999974,0.0164235475499999,0.052022168649999895
alternating_sign,openmp,mixed_fp32_fp64,22.0,13572088,8,0.014146234,0.0268914225,0.02699861049999995,0.009799939999584985,0.020779469249999974,0.0329160659999999,0.014832089449999966,0.039792967099999896
alternating_sign,openmp,mixed_fp32_fp64,22.0,26050038,8,0.0159078609999999,0.02304893449999995,0.02327782962499995,0.0067302363765434315,0.016420939000000002,0.029174295999999898,0.016042800699999936,0.031726494249999966
alternating_sign,openmp,mixed_fp32_fp64,22.0,50000000,8,0.011980118,0.02511586749999995,0.024532978874999962,0.006497879735887106,0.02270644825,0.026495263249999977,0.0155536803,0.032593622549999895
alternating_sign,serial,mixed_fp32_fp64,,1000000,8,0.0010147509999999,0.00107213149999995,0.001074280124999975,4.460746328472438e-05,0.00104950925,0.0010875597500000001,0.001023110399999935,0.00113955175
alternating_sign,serial,mixed_fp32_fp64,,1919384,8,0.0021412699999999,0.00221549599999995,0.0022221114999999626,5.9812780566900046e-05,0.0021847225000000002,0.002267909749999975,0.0021465448499999353,0.002299574949999965
alternating_sign,serial,mixed_fp32_fp64,,3684032,8,0.004163344,0.0042788815,0.004317369249999962,0.00014261799176196326,0.0042111862499999,0.004412795999999976,0.004168022449999965,0.004521458249999965
alternating_sign,serial,mixed_fp32_fp64,,7071068,8,0.00714471,0.007352289,0.0076056197499999745,0.0006083746705931639,0.007250586999999975,0.00766694225,0.007163432899999965,0.008584557749999935
alternating_sign,serial,mixed_fp32_fp64,,13572088,8,0.01301093,0.01453183199999995,0.015881445749999987,0.004122866389675368,0.013428067750000001,0.016266236250000003,0.01311120675,0.022360843249999998
alternating_sign,serial,mixed_fp32_fp64,,26050038,8,0.0256516819999999,0.02657848649999995,0.028855969374999964,0.004572301808039921,0.0262683925,0.029156891749999976,0.025836669599999938,0.036586834849999965
alternating_sign,serial,mixed_fp32_fp64,,50000000,8,0.044285111,0.045494825,0.04571786987499999,0.001398318214005406,0.0449962745,0.045864027499999925,0.0443696675,0.047908284950000005
ill_scaled,openmp,fp64,1.0,1000000,8,0.000716018,0.0007438144999999501,0.0007584231249999625,4.5116779448896045e-05,0.000728283999999925,0.000772374999999925,0.000719028,0.0008310406
ill_scaled,openmp,fp64,1.0,1919384,8,0.001545719,0.0015769235,0.0016255739999999875,0.00012272677660676759,0.001563169749999925,0.001615631,0.00154949865,0.0018293556999999998
ill_scaled,openmp,fp64,1.0,3684032,8,0.0032420729999999,0.0033271195,0.0033256502499999624,5.5966919493968974e-05,0.003296507249999925,0.003372041249999925,0.003246710849999935,0.00338928915
ill_scaled,openmp,fp64,1.0,7071068,8,0.006441279,0.00657363349999995,0.006758210999999988,0.00044833784965645895,0.0065084595,0.0067876715,0.00644544855,0.0075055773999999995
ill_scaled,openmp,fp64,1.0,13572088,8,0.011353566,0.01271525649999995,0.012866280124999963,0.001420307842768429,0.011731430499999924,0.013462877250000001,0.0113830766,0.015007141049999935
ill_scaled,openmp,fp64,1.0,26050038,8,0.0213091429999999,0.02223091749999995,0.02287717712499995,0.0019321946809469752,0.02197892725,0.022700076499999923,0.021531395099999934,0.026026984449999933
ill_scaled,openmp,fp64,1.0,50000000,8,0.0437125449999999,0.045587376,0.045567619874999965,0.0010949707577858731,0.04497952474999997,0.04642079575,0.044018121599999904,0.046845978099999935
ill_scaled,openmp,fp64,2.0,1000000,8,0.0003703,0.00051152449999995,0.0008177001249999376,0.0009263389430643226,0.00041882324999990004,0.000594952999999925,0.000379831549999965,0.0022413062499999337
ill_scaled,openmp,fp64,2.0,1919384,8,0.0008778949999999,0.0012637759999999999,0.001309517624999975,0.00035578282221039126,0.00109166775,0.001454151499999925,0.000922241049999935,0.0018283391999999996
ill_scaled,openmp,fp64,2.0,3684032,8,0.0018379379999999,0.0019240555,0.002180647124999975,0.00044908488913197886,0.00187827675,0.0024332985,0.001839306149999935,0.002890895199999935
ill_scaled,openmp,fp64,2.0,7071068,8,0.0034672599999999,0.0041110344999999,0.00421934237499995,0.0006425654366521932,0.003680551249999925,0.004853132,0.003485997599999935,0.005010728
ill_scaled,openmp,fp64,2.0,13572088,8,0.0065373159999999,0.00715992949999995,0.0076828463749999375,0.0017112683192891758,0.006835529749999975,0.007532887499999975,0.0065692079999999,0.010411701599999898
ill_scaled,openmp,fp64,2.0,26050038,8,0.013137133,0.0141613035,0.015059493999999988,0.00299146613897597,0.013361244750000001,0.01502900425,0.0131936447,0.019734491749999934
ill_scaled,openmp,fp64,2.0,50000000,8,0.026026475,0.027679133999999897,0.027494489999999962,0.0007755418260530474,0.0271769345,0.027824876499999925,0.02636160875,0.0283897391
ill_scaled,openmp,fp64,4.0,1000000,8,0.000275854,0.00049735149999995,0.0016086121249999624,0.0019330684834989508,0.000321791499999975,0.0025456375,0.00027770514999996503,0.004685066899999934
ill_scaled,openmp,fp64,4.0,1919384,8,0.000499679,0.0026021795,0.004942615124999988,0.005759655368087999,0.0005596655,0.007856068249999924,0.0005085914000000001,0.013780166649999996
ill_scaled,openmp,fp64,4.0,3684032,8,0.001002438,0.0012330840000000002,0.0027050431250000002,0.004035618746230599,0.0010764317500000001,0.0016311585000000001,0.00101462045,0.008865464549999993
ill_scaled,openmp,fp64,4.0,7071068,8,0.002463212,0.00435499399999995,0.004289786624999975,0.0016314206354280864,0.0028542804999999753,0.00518333,0.002513385899999965,0.0064998092499999995
ill_scaled,openmp,fp64,4.0,13572088,8,0.004304465,0.00625445749999995,0.006744246874999975,0.0022895229641482495,0.005273273999999975,0.00748203625,0.004405369299999965,0.01028610865
ill_scaled,openmp,fp64,4.0,26050038,8,0.008188897,0.00912195599999995,0.009032526749999962,0.0005574775138506188,0.008788692749999924,0.009264608499999926,0.00823631885,0.00973688095
ill_scaled,openmp,fp64,4.0,50000000,8,0.0170750279999999,0.0179537105,0.01793919512499994,0.00045767556211966413,0.017735328999999977,0.0182955004999999,0.017270712649999898,0.018443844949999903
ill_scaled,openmp,fp64,8.0,1000000,8,0.0077337009999999,0.015344138,0.015706680374999976,0.005960590215717911,0.012726319499999975,0.018088535,0.0085306401499999,0.024139639499999997
ill_scaled,openmp,fp64,8.0,1919384,8,0.008220883,0.016265841500000003,0.016747263499999988,0.006610693815929384,0.012353136999999976,0.01882520475,0.009422106099999966,0.026748080049999994
ill_scaled,openmp,fp64,8.0,3684032,8,0.0094052939999999,0.01580451649999995,0.01576750562499994,0.003392995120689988,0.015137709249999975,0.016601519999999925,0.0110017867999999,0.02023614264999993
ill_scaled,openmp,fp64,8.0,7071068,8,0.00401623,0.0161066795,0.015189680499999974,0.007538741071533101,0.01074907375,0.019953468999999974,0.0046824298,0.0242879343999999
ill_scaled,openmp,fp64,8.0,13572088,8,0.005890223,0.01368704749999995,0.01350998724999995,0.004403262766943556,0.011829136999999976,0.015320589749999974,0.007319527099999965,0.0193076337499999
ill_scaled,openmp,fp64,8.0,26050038,8,0.005991469,0.0135793445,0.013877585124999975,0.0066309843534127855,0.0079231565,0.019794947999999927,0.0063290286,0.021886384049999933
ill_scaled,openmp,fp64,8.0,50000000,8,0.011281503,0.017395095,0.016992277124999976,0.004349340724863756,0.01332057725,0.019599312999999976,0.0116304586,0.0227055086499999
ill_scaled,openmp,fp64,16.0,1000000,8,0.016598989,0.019283051499999898,0.02183884224999995,0.006758469186504846,0.017457345999999926,0.02327533925,0.0168235105,0.03280453169999993
ill_scaled,openmp,fp64,16.0,1919384,8,0.01480242,0.019246023999999903,0.02074978687499995,0.005917716368273009,0.018012382999999927,0.021598272499999925,0.0149799883,0.030246985399999995
ill_scaled,openmp,fp64,16.0,3684032,8,0.015666275,0.01832123599999995,0.01959658899999995,0.004305484017720116,0.01619757825,0.021764545749999902,0.0157109161,0.026234944599999897
ill_scaled,openmp,fp64,16.0,7071068,8,0.013816032,0.02187825649999995,0.023556552124999974,0.008276778703688722,0.01837277475,0.025442618,0.015342060000000001,0.03669421529999993
ill_scaled,openmp,fp64,16.0,13572088,8,0.011805316,0.01962672449999995,0.019042090749999987,0.006218851029382445,0.015199262,0.0207201835,0.01187553195,0.027748853999999996
ill_scaled,openmp,fp64,16.0,26050038,8,0.011695468,0.017888234000000003,0.01740718025,0.004594118166610642,0.01360487975,0.020920480249999998,0.011783920350000001,0.02271655825
ill_scaled,openmp,fp64,16.0,50000000,8,0.018554962,0.022546847499999953,0.02360541099999995,0.004113013720099074,0.0211028402499999,0.025298120999999976,0.019400903949999965,0.029884116499999964
ill_scaled,openmp,fp64,22.0,1000000,8,0.014914507,0.0200256365,0.02104602362499995,0.00571911501894567,0.017256640749999975,0.0235927774999999,0.015185742999999965,0.029536121749999898
ill_scaled,openmp,fp64,22.0,1919384,8,0.0106730939999999,0.023719912000000003,0.024017604749999963,0.009024528851092346,0.018580845249999978,0.030797398749999927,0.0121866829999999,0.03518070405
ill_scaled,openmp,fp64,22.0,3684032,8,0.0147906489999999,0.022926361,0.023343441999999937,0.00689057850209511,0.018646642499999977,0.0261793837499999,0.0155350492999999,0.033470233549999895
ill_scaled,openmp,fp64,22.0,7071068,8,0.0132813889999999,0.01991899849999995,0.020800514624999964,0.005569288596730524,0.016986641999999923,0.02623799475,0.013921256199999935,0.02740075345
ill_scaled,openmp,fp64,22.0,13572088,8,0.012215151,0.02405067699999995,0.02421817449999995,0.009804946860182686,0.018262065749999924,0.028859059999999923,0.012518412,0.03777231514999993
ill_scaled,openmp,fp64,22.0,26050038,8,0.0162142369999999,0.029018270999999998,0.030335479374999974,0.010913891647136876,0.022222187999999976,0.037593677000000006,0.018275542749999898,0.044796519699999995
ill_scaled,openmp,fp64,22.0,50000000,8,0.018202366,0.0266936079999999,0.02670699974999995,0.005371691483621956,0.023979437249999926,0.029280025,0.019544488250000002,0.033895244849999936
ill_scaled,serial,fp64,,1000000,8,0.000768372,0.0008610564999999,0.00088871887499995,0.00011308976825063629,0.000798822999999975,0.000952959999999975,0.000774309049999965,0.0010581622999999648
ill_scaled,serial,fp64,,1919384,8,0.001615039,0.00174147599999995,0.001822707374999975,0.00024922306593599833,0.0017104725,0.0018189735,0.00164785745,0.0022123206499999348
ill_scaled,serial,fp64,,3684032,8,0.00338748,0.00352105499999995,0.0035667064999999752,0.00017918900597812347,0.0034157865000000003,0.003697537749999975,0.0033958905,0.003814717199999965
ill_scaled,serial,fp64,,7071068,8,0.0062885119999999,0.00681410549999995,0.007103116249999938,0.0009715033113764342,0.0063360379999999,0.007460416750000001,0.0062910519499999,0.008652887449999935
ill_scaled,serial,fp64,,13572088,8,0.012690191,0.0129385175,0.013857993874999976,0.001563284154833661,0.0128336665,0.014608894499999976,0.01271221335,0.016373977349999902
ill_scaled,serial,fp64,,26050038,8,0.021340878,0.022183496499999948,0.022068692499999976,0.0005924675022137602,0.021435229,0.022546673999999975,0.0213733265,0.022757487449999964
