experiment,input_distribution,method,precision,threads,n,trial,seed_x,seed_y,result,reference_fp64,reference_same_precision,abs_reference_fp64,abs_reference_same_precision,sum_abs_products,dot_condition_number_fp64,dot_condition_number_same_precision,abs_error_vs_serial_fp64,scaled_error_vs_sum_abs_products,scaled_parallel_error_vs_sum_abs_products,error_vs_serial_fp64,mixed_error_vs_fp64,parallel_error_vs_serial_same_precision
error,ill_scaled,openmp,fp64,4,50000000,7,100130,100463,-1.4698169498842675e+17,-1.4698169498843123e+17,-1.4698169498843123e+17,1.4698169498843123e+17,1.4698169498843123e+17,2.3387727837153221e+20,1591.2000360993281,1591.2000360993281,4480,1.9155345192974122e-17,1.9155345192974122e-17,3.0479985962555514e-14,,3.0479985962555514e-14
error,ill_scaled,openmp,mixed_fp32_fp64,4,50000000,7,100130,100463,-1.4698166081239898e+17,-1.4698169498843123e+17,-1.4698166081246134e+17,1.4698169498843123e+17,1.4698166081246134e+17,2.3387727837153221e+20,1591.2000360993281,1591.2004060829317,34176032256,1.4612805696203083e-10,2.666697698650469e-16,2.3251896951310814e-07,2.3251896951310814e-07,4.243250460993045e-13
error,ill_scaled,openmp,fp64,8,50000000,7,100130,100463,-1.469816949884359e+17,-1.4698169498843123e+17,-1.4698169498843123e+17,1.4698169498843123e+17,1.4698169498843123e+17,2.3387727837153221e+20,1591.2000360993281,1591.2000360993281,4672,1.9976288558387297e-17,1.9976288558387297e-17,3.1786271075236465e-14,,3.1786271075236465e-14
error,ill_scaled,openmp,mixed_fp32_fp64,8,50000000,7,100130,100463,-1.4698166081244048e+17,-1.4698169498843123e+17,-1.4698166081246134e+17,1.4698169498843123e+17,1.4698166081246134e+17,2.3387727837153221e+20,1591.2000360993281,1591.2004060829317,34175990752,1.4612787950144e-10,8.9209179041565196e-17,2.3251868713780961e-07,2.3251868713780961e-07,1.419496819172635e-13
error,ill_scaled,openmp,fp64,16,50000000,7,100130,100463,-1.4698169498838662e+17,-1.4698169498843123e+17,-1.4698169498843123e+17,1.4698169498843123e+17,1.4698169498843123e+17,2.3387727837153221e+20,1591.2000360993281,1591.2000360993281,44608,1.9073250856432804e-16,1.9073250856432804e-16,3.0349357451287417e-13,,3.0349357451287417e-13
error,ill_scaled,openmp,mixed_fp32_fp64,16,50000000,7,100130,100463,-1.4698166081244992e+17,-1.4698169498843123e+17,-1.4698166081246134e+17,1.4698169498843123e+17,1.4698166081246134e+17,2.3387727837153221e+20,1591.2000360993281,1591.2004060829317,34175981312,1.4612783913839121e-10,4.8846130242084009e-17,2.3251862291212491e-07,2.3251862291212491e-07,7.772398227678385e-14
error,ill_scaled,openmp,fp64,22,50000000,7,100130,100463,-1.4698169498845526e+17,-1.4698169498843123e+17,-1.4698169498843123e+17,1.4698169498843123e+17,1.4698169498843123e+17,2.3387727837153221e+20,1591.2000360993281,1591.2000360993281,24032,1.0275474457088261e-16,1.0275474457088261e-16,1.6350335327056564e-13,,1.6350335327056564e-13
error,ill_scaled,openmp,mixed_fp32_fp64,22,50000000,7,100130,100463,-1.4698166081244605e+17,-1.4698169498843123e+17,-1.4698166081246134e+17,1.4698169498843123e+17,1.4698166081246134e+17,2.3387727837153221e+20,1591.2000360993281,1591.2004060829317,34175985184,1.4612785569408242e-10,6.5401821444583074e-17,2.3251864925554133e-07,2.3251864925554133e-07,1.0406740484118397e-13
error,ill_scaled,serial,fp64,,50000000,8,100131,100464,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,2.347743530562157e+20,508.1531222492161,508.1531222492161,0,0,0,0,,0
error,ill_scaled,serial,mixed_fp32_fp64,,50000000,8,100131,100464,4.6201487985155162e+17,4.6201497693656621e+17,4.6201487985155162e+17,4.6201497693656621e+17,4.6201487985155162e+17,2.347743530562157e+20,508.1531222492161,508.15322902944212,97085014592,4.1352478807066892e-10,0,2.1013391218555582e-07,2.1013391218555582e-07,0
error,ill_scaled,openmp,fp64,1,50000000,8,100131,100464,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,2.347743530562157e+20,508.1531222492161,508.1531222492161,0,0,0,0,,0
error,ill_scaled,openmp,mixed_fp32_fp64,1,50000000,8,100131,100464,4.6201487985155162e+17,4.6201497693656621e+17,4.6201487985155162e+17,4.6201497693656621e+17,4.6201487985155162e+17,2.347743530562157e+20,508.1531222492161,508.15322902944212,97085014592,4.1352478807066892e-10,0,2.1013391218555582e-07,2.1013391218555582e-07,0
error,ill_scaled,openmp,fp64,2,50000000,8,100131,100464,4.6201497693670285e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,2.347743530562157e+20,508.1531222492161,508.1531222492161,136640,5.820056501967323e-16,5.820056501967323e-16,2.9574798831415461e-13,,2.9574798831415461e-13
error,ill_scaled,openmp,mixed_fp32_fp64,2,50000000,8,100131,100464,4.6201487985163494e+17,4.6201497693656621e+17,4.6201487985155162e+17,4.6201497693656621e+17,4.6201487985155162e+17,2.347743530562157e+20,508.1531222492161,508.15322902944212,97084931264,4.1352443314263308e-10,3.5492803585767935e-16,2.1013373182776623e-07,2.1013373182776623e-07,1.8035782749415738e-13
error,ill_scaled,openmp,fp64,4,50000000,8,100131,100464,4.6201497693666336e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,2.347743530562157e+20,508.1531222492161,508.1531222492161,97152,4.1381010632254783e-16,4.1381010632254783e-16,2.1027889754608277e-13,,2.1027889754608277e-13
error,ill_scaled,openmp,mixed_fp32_fp64,4,50000000,8,100131,100464,4.6201487985161088e+17,4.6201497693656621e+17,4.6201487985155162e+17,4.6201497693656621e+17,4.6201487985155162e+17,2.347743530562157e+20,508.1531222492161,508.15322902944212,97084955328,4.1352453564105202e-10,2.5242961690031574e-16,2.1013378391265783e-07,2.1013378391265783e-07,1.2827292493056049e-13
error,ill_scaled,openmp,fp64,8,50000000,8,100131,100464,4.6201497693673741e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,2.347743530562157e+20,508.1531222492161,508.1531222492161,171200,7.2921082635890345e-16,7.2921082635890345e-16,3.7055075819220776e-13,,3.7055075819220776e-13
error,ill_scaled,openmp,mixed_fp32_fp64,8,50000000,8,100131,100464,4.6201487985165178e+17,4.6201497693656621e+17,4.6201487985155162e+17,4.6201497693656621e+17,4.6201487985155162e+17,2.347743530562157e+20,508.1531222492161,508.15322902944212,97084914432,4.1352436144826025e-10,4.2662240869221828e-16,2.1013369539604682e-07,2.1013369539604682e-07,2.1678955455326907e-13
error,ill_scaled,openmp,fp64,16,50000000,8,100131,100464,4.6201497693670061e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,2.347743530562157e+20,508.1531222492161,508.1531222492161,134400,5.7246457396399893e-16,5.7246457396399893e-16,2.9089966063687342e-13,,2.9089966063687342e-13
error,ill_scaled,openmp,mixed_fp32_fp64,16,50000000,8,100131,100464,4.6201487985165811e+17,4.6201497693656621e+17,4.6201487985155162e+17,4.6201497693656621e+17,4.6201487985155162e+17,2.347743530562157e+20,508.1531222492161,508.15322902944212,97084908096,4.135243344606446e-10,4.5361002432194968e-16,2.1013368168220568e-07,2.1013368168220568e-07,2.3050339857932252e-13
error,ill_scaled,openmp,fp64,22,50000000,8,100131,100464,4.6201497693665926e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,4.6201497693656621e+17,2.347743530562157e+20,508.1531222492161,508.1531222492161,93056,3.9636356692554976e-16,3.9636356692554976e-16,2.0141338407905426e-13,,2.0141338407905426e-13
error,ill_scaled,openmp,mixed_fp32_fp64,22,50000000,8,100131,100464,4.620148798515856e+17,4.6201497693656621e+17,4.6201487985155162e+17,4.6201497693656621e+17,4.6201487985155162e+17,2.347743530562157e+20,508.1531222492161,508.15322902944212,97084980608,4.1352464331891236e-10,1.4475175655946832e-16,2.1013383862949878e-07,2.1013383862949878e-07,7.355607250337755e-14
error,ill_scaled,serial,fp64,,50000000,9,100132,100465,-7.7030804997851418e+17,-7.7030804997851418e+17,-7.7030804997851418e+17,7.7030804997851418e+17,7.7030804997851418e+17,2.3383647517697288e+20,303.56228937695141,303.56228937695141,0,0,0,0,,0
error,ill_scaled,serial,mixed_fp32_fp64,,50000000,9,100132,100465,-7.7030807550677018e+17,-7.7030804997851418e+17,-7.7030807550677018e+17,7.7030804997851418e+17,7.7030807550677018e+17,2.3383647517697288e+20,303.56228937695141,303.56227931680007,25528256000,1.0917140271071749e-10,0,3.3140320941358523e-08,3.3140320941358523e-08,0
error,ill_scaled,openmp,fp64,1,50000000,9,100132,100465,-7.7030804997851418e+17,-7.7030804997851418e+17,-7.7030804997851418e+17,7.7030804997851418e+17,7.7030804997851418e+17,2.3383647517697288e+20,303.56228937695141,303.56228937695141,0,0,0,0,,0
error,ill_scaled,openmp,mixed_fp32_fp64,1,50000000,9,100132,100465,-7.7030807550677018e+17,-7.7030804997851418e+17,-7.7030807550677018e+17,7.7030804997851418e+17,7.7030807550677018e+17,2.3383647517697288e+20,303.56228937695141,303.56227931680007,25528256000,1.0917140271071749e-10,0,3.3140320941358523e-08,3.3140320941358523e-08,0
error,ill_scaled,openmp,fp64,2,50000000,9,100132,100465,-7.7030804997831206e+17,-7.7030804997851418e+17,-7.7030804997851418e+17,7.7030804997851418e+17,7.7030804997851418e+17,2.3383647517697288e+20,303.56228937695141,303.56228937695141,202112,8.6433051065723147e-16,8.6433051065723147e-16,2.6237814859345872e-13,,2.6237814859345872e-13
error,ill_scaled,openmp,mixed_fp32_fp64,2,50000000,9,100132,100465,-7.7030807550669965e+17,-7.7030804997851418e+17,-7.7030807550677018e+17,7.7030804997851418e+17,7.7030807550677018e+17,2.3383647517697288e+20,303.56228937695141,303.56227931680007,25528185472,1.0917110109823404e-10,3.0161248345290343e-16,3.3140229383182539e-08,3.3140229383182539e-08,9.1558172947364017e-14
error,ill_scaled,openmp,fp64,4,50000000,9,100132,100465,-7.7030804997828902e+17,-7.7030804997851418e+17,-7.7030804997851418e+17,7.7030804997851418e+17,7.7030804997851418e+17,2.3383647517697288e+20,303.56228937695141,303.56228937695141,225152,9.628609045256935e-16,9.628609045256935e-16,2.922882605293818e-13,,2.922882605293818e-13
error,ill_scaled,openmp,mixed_fp32_fp64,4,50000000,9,100132,100465,-7.70308075506688e+17,-7.7030804997851418e+17,-7.7030807550677018e+17,7.7030804997851418e+17,7.7030807550677018e+17,2.3383647517697288e+20,303.56228937695141,303.56227931680007,25528173824,1.0917105128564603e-10,3.5142507146418153e-16,3.3140214261959285e-08,3.3140214261959285e-08,1.0667939570273629e-13
error,ill_scaled,openmp,fp64,8,50000000,9,100132,100465,-7.7030804997829376e+17,-7.7030804997851418e+17,-7.7030804997851418e+17,7.7030804997851418e+17,7.7030804997851418e+17,2.3383647517697288e+20,303.56228937695141,303.56228937695141,220416,9.4260743467495422e-16,9.4260743467495422e-16,2.8614007085366426e-13,,2.8614007085366426e-13
error,ill_scaled,openmp,mixed_fp32_fp64,8,50000000,9,100132,100465,-7.703080755067145e+17,-7.7030804997851418e+17,-7.7030807550677018e+17,7.7030804997851418e+17,7.7030807550677018e+17,2.3383647517697288e+20,303.56228937695141,303.56227931680007,25528200320,1.0917116459559898e-10,2.3811511851545011e-16,3.3140248658588012e-08,3.3140248658588012e-08,7.228276811634001e-14
error,ill_scaled,openmp,fp64,16,50000000,9,100132,100465,-7.7030804997829248e+17,-7.7030804997851418e+17,-7.7030804997851418e+17,7.7030804997851418e+17,7.7030804997851418e+17,2.3383647517697288e+20,303.56228937695141,303.56228937695141,221696,9.4808134544542436e-16,9.4808134544542436e-16,2.8780174373899335e-13,,2.8780174373899335e-13
error,ill_scaled,openmp,mixed_fp32_fp64,16,50000000,9,100132,100465,-7.7030807550668429e+17,-7.7030804997851418e+17,-7.7030807550677018e+17,7.7030804997851418e+17,7.7030807550677018e+17,2.3383647517697288e+20,303.56228937695141,303.56227931680007,25528170112,1.0917103541130479e-10,3.6729941269854483e-16,3.3140209443107917e-08,3.3140209443107917e-08,1.1149824691049229e-13
error,ill_scaled,openmp,fp64,22,50000000,9,100132,100465,-7.7030804997823091e+17,-7.7030804997851418e+17,-7.7030804997851418e+17,7.7030804997851418e+17,7.7030804997851418e+17,2.3383647517697288e+20,303.56228937695141,303.56228937695141,283264,1.2113764535050368e-15,1.2113764535050368e-15,3.6772820952332116e-13,,3.6772820952332116e-13
error,ill_scaled,openmp,mixed_fp32_fp64,22,50000000,9,100132,100465,-7.7030807550661914e+17,-7.7030804997851418e+17,-7.7030807550677018e+17,7.7030804997851418e+17,7.7030807550677018e+17,2.3383647517697288e+20,303.56228937695141,303.56227931680007,25528104960,1.0917075678924658e-10,6.4592147091547385e-16,3.3140124863958053e-08,3.3140124863958053e-08,1.9607739397076142e-13
error,ill_scaled,serial,fp64,,50000000,10,100133,100466,-1.6045244559585009e+18,-1.6045244559585009e+18,-1.6045244559585009e+18,1.6045244559585009e+18,1.6045244559585009e+18,2.3428980274534429e+20,146.01821859136805,146.01821859136805,0,0,0,0,,0
error,ill_scaled,serial,mixed_fp32_fp64,,50000000,10,100133,100466,-1.6045244689037811e+18,-1.6045244559585009e+18,-1.6045244689037811e+18,1.6045244559585009e+18,1.6045244689037811e+18,2.3428980274534429e+20,146.01821859136805,146.01821741329519,12945280256,5.5253280784356474e-11,0,8.0679856314604003e-09,8.0679856314604003e-09,0
error,ill_scaled,openmp,fp64,1,50000000,10,100133,100466,-1.6045244559585009e+18,-1.6045244559585009e+18,-1.6045244559585009e+18,1.6045244559585009e+18,1.6045244559585009e+18,2.3428980274534429e+20,146.01821859136805,146.01821859136805,0,0,0,0,,0
error,ill_scaled,openmp,mixed_fp32_fp64,1,50000000,10,100133,100466,-1.6045244689037811e+18,-1.6045244559585009e+18,-1.6045244689037811e+18,1.6045244559585009e+18,1.6045244689037811e+18,2.3428980274534429e+20,146.01821859136805,146.01821741329519,12945280256,5.5253280784356474e-11,0,8.0679856314604003e-09,8.0679856314604003e-09,0
error,ill_scaled,openmp,fp64,2,50000000,10,100133,100466,-1.6045244559585288e+18,-1.6045244559585009e+18,-1.6045244559585009e+18,1.6045244559585009e+18,1.6045244559585009e+18,2.3428980274534429e+20,146.01821859136805,146.01821859136805,27904,1.1910036063468621e-16,1.1910036063468621e-16,1.7390822493466379e-14,,1.7390822493466379e-14
error,ill_scaled,openmp,mixed_fp32_fp64,2,50000000,10,100133,100466,-1.6045244689037875e+18,-1.6045244559585009e+18,-1.6045244689037811e+18,1.6045244559585009e+18,1.6045244689037811e+18,2.3428980274534429e+20,146.01821859136805,146.01821741329519,12945286656,5.5253308100952947e-11,2.7316596475845459e-17,8.0679896201811554e-09,8.0679896201811554e-09,3.9887207232012557e-15
error,ill_scaled,openmp,fp64,4,50000000,10,100133,100466,-1.6045244559585321e+18,-1.6045244559585009e+18,-1.6045244559585009e+18,1.6045244559585009e+18,1.6045244559585009e+18,2.3428980274534429e+20,146.01821859136805,146.01821859136805,31232,1.3330499080212585e-16,1.3330499080212585e-16,1.9464957286265121e-14,,1.9464957286265121e-14
error,ill_scaled,openmp,mixed_fp32_fp64,4,50000000,10,100133,100466,-1.6045244689036861e+18,-1.6045244559585009e+18,-1.6045244689037811e+18,1.6045244559585009e+18,1.6045244689037811e+18,2.3428980274534429e+20,146.01821859136805,146.01821741329519,12945185280,5.5252875406064768e-11,4.0537829170154665e-16,8.0679264388443895e-09,8.0679264388443895e-09,5.9192615532306628e-14
error,ill_scaled,openmp,fp64,8,50000000,10,100133,100466,-1.604524455958612e+18,-1.6045244559585009e+18,-1.6045244559585009e+18,1.6045244559585009e+18,1.6045244559585009e+18,2.3428980274534429e+20,146.01821859136805,146.01821859136805,111104,4.7421611482067718e-16,4.7421611482067718e-16,6.9244192313434941e-14,,6.9244192313434941e-14
error,ill_scaled,openmp,mixed_fp32_fp64,8,50000000,10,100133,100466,-1.604524468903756e+18,-1.6045244559585009e+18,-1.6045244689037811e+18,1.6045244559585009e+18,1.6045244689037811e+18,2.3428980274534429e+20,146.01821859136805,146.01821741329519,12945255168,5.5253173703298289e-11,1.0708105818531421e-16,8.0679699956750384e-09,8.0679699956750384e-09,1.5635785234948922e-14
error,ill_scaled,openmp,fp64,16,50000000,10,100133,100466,-1.6045244559585951e+18,-1.6045244559585009e+18,-1.6045244559585009e+18,1.6045244559585009e+18,1.6045244559585009e+18,2.3428980274534429e+20,146.01821859136805,146.01821859136805,94208,4.0210030012444519e-16,4.0210030012444519e-16,5.8713969519225933e-14,,5.8713969519225933e-14
error,ill_scaled,openmp,mixed_fp32_fp64,16,50000000,10,100133,100466,-1.6045244689037816e+18,-1.6045244559585009e+18,-1.6045244689037811e+18,1.6045244559585009e+18,1.6045244689037811e+18,2.3428980274534429e+20,146.01821859136805,146.01821741329519,12945280768,5.5253282969684191e-11,2.1853277180676368e-18,8.0679859505580602e-09,8.0679859505580602e-09,3.1909765785610042e-16
error,ill_scaled,openmp,fp64,22,50000000,10,100133,100466,-1.6045244559586074e+18,-1.6045244559585009e+18,-1.6045244559585009e+18,1.6045244559585009e+18,1.6045244559585009e+18,2.3428980274534429e+20,146.01821859136805,146.01821859136805,106496,4.545481653580685e-16,4.545481653580685e-16,6.6372313369559756e-14,,6.6372313369559756e-14
error,ill_scaled,openmp,mixed_fp32_fp64,22,50000000,10,100133,100466,-1.6045244689038026e+18,-1.6045244559585009e+18,-1.6045244689037811e+18,1.6045244559585009e+18,1.6045244689037811e+18,2.3428980274534429e+20,146.01821859136805,146.01821741329519,12945301760,5.5253372568120632e-11,9.1783764158840745e-17,8.0679990335621382e-09,8.0679990335621382e-09,1.3402101629956219e-14
error,ill_scaled,serial,fp64,,50000000,11,100134,100467,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,2.3557471092176178e+20,241.35266024823179,241.35266024823179,0,0,0,0,,0
error,ill_scaled,serial,mixed_fp32_fp64,,50000000,11,100134,100467,9.760602093345815e+17,9.7606013822044736e+17,9.760602093345815e+17,9.7606013822044736e+17,9.760602093345815e+17,2.3557471092176178e+20,241.35266024823179,241.35264266367574,71114134144,3.0187507761653655e-10,0,7.2858353045392548e-08,7.2858353045392548e-08,0
error,ill_scaled,openmp,fp64,1,50000000,11,100134,100467,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,2.3557471092176178e+20,241.35266024823179,241.35266024823179,0,0,0,0,,0
error,ill_scaled,openmp,mixed_fp32_fp64,1,50000000,11,100134,100467,9.760602093345815e+17,9.7606013822044736e+17,9.760602093345815e+17,9.7606013822044736e+17,9.760602093345815e+17,2.3557471092176178e+20,241.35266024823179,241.35264266367574,71114134144,3.0187507761653655e-10,0,7.2858353045392548e-08,7.2858353045392548e-08,0
error,ill_scaled,openmp,fp64,2,50000000,11,100134,100467,9.7606013822033843e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,2.3557471092176178e+20,241.35266024823179,241.35266024823179,108928,4.6239258693679042e-16,4.6239258693679042e-16,1.1159968093625615e-13,,1.1159968093625615e-13
error,ill_scaled,openmp,mixed_fp32_fp64,2,50000000,11,100134,100467,9.7606020933445786e+17,9.7606013822044736e+17,9.760602093345815e+17,9.7606013822044736e+17,9.760602093345815e+17,2.3557471092176178e+20,241.35266024823179,241.35264266367574,71114010496,3.0187455273846488e-10,5.2487807165797826e-16,7.285822636467364e-08,7.285822636467364e-08,1.2668070967086722e-13
error,ill_scaled,openmp,fp64,4,50000000,11,100134,100467,9.7606013822038566e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,2.3557471092176178e+20,241.35266024823179,241.35266024823179,61696,2.6189568378793535e-16,2.6189568378793535e-16,6.3209219989747905e-14,,6.3209219989747905e-14
error,ill_scaled,openmp,mixed_fp32_fp64,4,50000000,11,100134,100467,9.7606020933444339e+17,9.7606013822044736e+17,9.760602093345815e+17,9.7606013822044736e+17,9.760602093345815e+17,2.3557471092176178e+20,241.35266024823179,241.35264266367574,71113996032,3.0187449133968425e-10,5.8627685229705854e-16,7.2858211545914601e-08,7.2858211545914601e-08,1.4149946763443658e-13
error,ill_scaled,openmp,fp64,8,50000000,11,100134,100467,9.7606013822044352e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,2.3557471092176178e+20,241.35266024823179,241.35266024823179,3840,1.6300561231614233e-17,1.6300561231614233e-17,3.9341838167892885e-15,,3.9341838167892885e-15
error,ill_scaled,openmp,mixed_fp32_fp64,8,50000000,11,100134,100467,9.7606020933450534e+17,9.7606013822044736e+17,9.760602093345815e+17,9.7606013822044736e+17,9.760602093345815e+17,2.3557471092176178e+20,241.35266024823179,241.35264266367574,71114057984,3.0187475432207213e-10,3.2329446442701562e-16,7.285827501741351e-08,7.285827501741351e-08,7.8027973347997925e-14
error,ill_scaled,openmp,fp64,16,50000000,11,100134,100467,9.7606013822042637e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,2.3557471092176178e+20,241.35266024823179,241.35266024823179,20992,8.9109734732824465e-17,8.9109734732824465e-17,2.1506871531781445e-14,,2.1506871531781445e-14
error,ill_scaled,openmp,mixed_fp32_fp64,16,50000000,11,100134,100467,9.7606020933448845e+17,9.7606013822044736e+17,9.760602093345815e+17,9.7606013822044736e+17,9.760602093345815e+17,2.3557471092176178e+20,241.35266024823179,241.35264266367574,71114041088,3.0187468259960272e-10,3.9501693384611823e-16,7.2858257707004725e-08,7.2858257707004725e-08,9.5338380880663011e-14
error,ill_scaled,openmp,fp64,22,50000000,11,100134,100467,9.7606013822049805e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,9.7606013822044736e+17,2.3557471092176178e+20,241.35266024823179,241.35266024823179,50688,2.1516740825730788e-16,2.1516740825730788e-16,5.1931226381618606e-14,,5.1931226381618606e-14
error,ill_scaled,openmp,mixed_fp32_fp64,22,50000000,11,100134,100467,9.760602093345321e+17,9.7606013822044736e+17,9.760602093345815e+17,9.7606013822044736e+17,9.760602093345815e+17,2.3557471092176178e+20,241.35266024823179,241.35264266367574,71114084736,3.0187486788264872e-10,2.0973388784676979e-16,7.2858302425560774e-08,7.2858302425560774e-08,5.0619828087944873e-14
error,nearly_canceling,serial,fp64,,1000000,0,100123,100456,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,637228.61093639408,23735940586.042694,23735940586.042694,0,0,0,0,,0
error,nearly_canceling,serial,mixed_fp32_fp64,,1000000,0,100123,100456,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,637228.61093639408,23735940586.042694,15120594453.74036,1.5296521651664285e-05,2.4004762794919658e-11,0,0.56977562348226118,0.56977562348226118,0
error,nearly_canceling,openmp,fp64,1,1000000,0,100123,100456,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,637228.61093639408,23735940586.042694,23735940586.042694,0,0,0,0,,0
error,nearly_canceling,openmp,mixed_fp32_fp64,1,1000000,0,100123,100456,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,637228.61093639408,23735940586.042694,15120594453.74036,1.5296521651664285e-05,2.4004762794919658e-11,0,0.56977562348226118,0.56977562348226118,0
error,nearly_canceling,openmp,fp64,2,1000000,0,100123,100456,2.6846570861105423e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,637228.61093639408,23735940586.042694,23735940586.042694,1.609823385706477e-15,2.5262886161700668e-21,2.5262886161700668e-21,5.9963836496608734e-11,,5.9963836496608734e-11
error,nearly_canceling,openmp,mixed_fp32_fp64,2,1000000,0,100123,100456,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,637228.61093639408,23735940586.042694,15120594453.74036,1.5296521651664285e-05,2.4004762794919658e-11,0,0.56977562348226118,0.56977562348226118,0
error,nearly_canceling,openmp,fp64,4,1000000,0,100123,100456,2.6846570860550312e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,637228.61093639408,23735940586.042694,23735940586.042694,2.1649348980190553e-15,3.3974226217459519e-21,3.3974226217459519e-21,8.064102149543933e-11,,8.064102149543933e-11
error,nearly_canceling,openmp,mixed_fp32_fp64,4,1000000,0,100123,100456,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,637228.61093639408,23735940586.042694,15120594453.74036,1.5296521651664285e-05,2.4004762794919658e-11,0,0.56977562348226118,0.56977562348226118,0
error,nearly_canceling,openmp,fp64,8,1000000,0,100123,100456,2.6846570862576469e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,637228.61093639408,23735940586.042694,23735940586.042694,1.3877787807814457e-16,2.1778350139397128e-22,2.1778350139397128e-22,5.1692962497076491e-12,,5.1692962497076491e-12
error,nearly_canceling,openmp,mixed_fp32_fp64,8,1000000,0,100123,100456,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,637228.61093639408,23735940586.042694,15120594453.74036,1.5296521651664285e-05,2.4004762794919658e-11,0,0.56977562348226118,0.56977562348226118,0
error,nearly_canceling,openmp,fp64,16,1000000,0,100123,100456,2.6846570862139318e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,637228.61093639408,23735940586.042694,23735940586.042694,5.7592819402429996e-16,9.0380153078498082e-22,9.0380153078498082e-22,2.1452579436286743e-11,,2.1452579436286743e-11
error,nearly_canceling,openmp,mixed_fp32_fp64,16,1000000,0,100123,100456,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,637228.61093639408,23735940586.042694,15120594453.74036,1.5296521651664285e-05,2.4004762794919658e-11,0,0.56977562348226118,0.56977562348226118,0
error,nearly_canceling,openmp,fp64,22,1000000,0,100123,100456,2.6846570834404559e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,2.6846570862715247e-05,637228.61093639408,23735940586.042694,23735940586.042694,2.8310687127941492e-14,4.4427834284370142e-20,4.4427834284370142e-20,1.0545364349403604e-09,,1.0545364349403604e-09
error,nearly_canceling,openmp,mixed_fp32_fp64,22,1000000,0,100123,100456,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,2.6846570862715247e-05,4.2143092514379532e-05,637228.61093639408,23735940586.042694,15120594453.74036,1.5296521651664285e-05,2.4004762794919658e-11,0,0.56977562348226118,0.56977562348226118,0
error,nearly_canceling,serial,fp64,,1000000,1,100124,100457,-1.441918518929608e-05,-1.441918518929608e-05,-1.441918518929608e-05,1.441918518929608e-05,1.441918518929608e-05,634976.55753474473,44036923667.927673,44036923667.927673,0,0,0,0,,0
error,nearly_canceling,serial,mixed_fp32_fp64,,1000000,1,100124,100457,-2.0717165170935914e-05,-1.441918518929608e-05,-2.0717165170935914e-05,1.441918518929608e-05,2.0717165170935914e-05,634976.55753474473,44036923667.927673,30649780136.210556,6.2979799816398341e-06,9.9184448731325342e-12,0,0.43677779978268599,0.43677779978268599,0
