experiment,input_distribution,method,precision,threads,n,trial,seed_x,seed_y,result,reference_fp64,reference_same_precision,abs_reference_fp64,abs_reference_same_precision,sum_abs_products,dot_condition_number_fp64,dot_condition_number_same_precision,abs_error_vs_serial_fp64,scaled_error_vs_sum_abs_products,scaled_parallel_error_vs_sum_abs_products,error_vs_serial_fp64,mixed_error_vs_fp64,parallel_error_vs_serial_same_precision
error,normal,openmp,mixed_fp32_fp64,22,1000000,11,100134,100467,-229.46663553924623,-229.4666664777526,-229.46663553924623,229.4666664777526,229.46663553924623,637378.99303860439,2777.653952193531,2777.6543266988019,3.0938506370148389e-05,4.8540204035677285e-11,0,1.3482788957997941e-07,1.3482788957997941e-07,0
error,normal,serial,fp64,,1919384,0,100123,100456,631.88113038776669,631.88113038776669,631.88113038776669,631.88113038776669,631.88113038776669,1222757.2835118584,1935.106501378651,1935.106501378651,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,0,100123,100456,631.88122746487568,631.88113038776669,631.88122746487568,631.88113038776669,631.88122746487568,1222757.2835118584,1935.106501378651,1935.1062040845766,9.7077108989651606e-05,7.939196952549589e-11,0,1.5363191638604283e-07,1.5363191638604283e-07,0
error,normal,openmp,fp64,1,1919384,0,100123,100456,631.88113038776669,631.88113038776669,631.88113038776669,631.88113038776669,631.88113038776669,1222757.2835118584,1935.106501378651,1935.106501378651,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,0,100123,100456,631.88122746487568,631.88113038776669,631.88122746487568,631.88113038776669,631.88122746487568,1222757.2835118584,1935.106501378651,1935.1062040845766,9.7077108989651606e-05,7.939196952549589e-11,0,1.5363191638604283e-07,1.5363191638604283e-07,0
error,normal,openmp,fp64,2,1919384,0,100123,100456,631.88113038777306,631.88113038776669,631.88113038776669,631.88113038776669,631.88113038776669,1222757.2835118584,1935.106501378651,1935.106501378651,6.3664629124104977e-12,5.2066448495203381e-18,5.2066448495203381e-18,1.0075412298676475e-14,,1.0075412298676475e-14
error,normal,openmp,mixed_fp32_fp64,2,1919384,0,100123,100456,631.88122746487591,631.88113038776669,631.88122746487568,631.88113038776669,631.88122746487568,1222757.2835118584,1935.106501378651,1935.1062040845766,9.7077109217025281e-05,7.9391969711447501e-11,1.8595160176858352e-19,1.53631916745879e-07,1.53631916745879e-07,3.5983609824185047e-16
error,normal,openmp,fp64,4,1919384,0,100123,100456,631.88113038775646,631.88113038776669,631.88113038776669,631.88113038776669,631.88113038776669,1222757.2835118584,1935.106501378651,1935.106501378651,1.0231815394945443e-11,8.367822079586258e-18,8.367822079586258e-18,1.6192626908587191e-14,,1.6192626908587191e-14
error,normal,openmp,mixed_fp32_fp64,4,1919384,0,100123,100456,631.88122746487568,631.88113038776669,631.88122746487568,631.88113038776669,631.88122746487568,1222757.2835118584,1935.106501378651,1935.1062040845766,9.7077108989651606e-05,7.939196952549589e-11,0,1.5363191638604283e-07,1.5363191638604283e-07,0
error,normal,openmp,fp64,8,1919384,0,100123,100456,631.88113038780637,631.88113038776669,631.88113038776669,631.88113038776669,631.88113038776669,1222757.2835118584,1935.106501378651,1935.106501378651,3.9676706364843994e-11,3.2448554508617825e-17,3.2448554508617825e-17,6.2791408789965893e-14,,6.2791408789965893e-14
error,normal,openmp,mixed_fp32_fp64,8,1919384,0,100123,100456,631.88122746487579,631.88113038776669,631.88122746487568,631.88113038776669,631.88122746487568,1222757.2835118584,1935.106501378651,1935.1062040845766,9.7077109103338444e-05,7.9391969618471689e-11,9.2975800884291759e-20,1.5363191656596091e-07,1.5363191656596091e-07,1.7991804912092524e-16
error,normal,openmp,fp64,16,1919384,0,100123,100456,631.88113038779011,631.88113038776669,631.88113038776669,631.88113038776669,631.88113038776669,1222757.2835118584,1935.106501378651,1935.106501378651,2.3419488570652902e-11,1.9153014982164102e-17,1.9153014982164102e-17,3.7063123812988463e-14,,3.7063123812988463e-14
error,normal,openmp,mixed_fp32_fp64,16,1919384,0,100123,100456,631.88122746487568,631.88113038776669,631.88122746487568,631.88113038776669,631.88122746487568,1222757.2835118584,1935.106501378651,1935.1062040845766,9.7077108989651606e-05,7.939196952549589e-11,0,1.5363191638604283e-07,1.5363191638604283e-07,0
error,normal,openmp,fp64,22,1919384,0,100123,100456,631.88113038778329,631.88113038776669,631.88113038776669,631.88113038776669,631.88113038776669,1222757.2835118584,1935.106501378651,1935.106501378651,1.659827830735594e-11,1.3574466929106596e-17,1.3574466929106596e-17,2.6268039207263665e-14,,2.6268039207263665e-14
error,normal,openmp,mixed_fp32_fp64,22,1919384,0,100123,100456,631.88122746487579,631.88113038776669,631.88122746487568,631.88113038776669,631.88122746487568,1222757.2835118584,1935.106501378651,1935.1062040845766,9.7077109103338444e-05,7.9391969618471689e-11,9.2975800884291759e-20,1.5363191656596091e-07,1.5363191656596091e-07,1.7991804912092524e-16
error,normal,serial,fp64,,1919384,1,100124,100457,-787.78474991306894,-787.78474991306894,-787.78474991306894,787.78474991306894,787.78474991306894,1223027.7868697476,1552.489797504594,1552.489797504594,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,1,100124,100457,-787.78481756621704,-787.78474991306894,-787.78481756621704,787.78474991306894,787.78481756621704,1223027.7868697476,1552.489797504594,1552.4896641803412,6.7653148107638117e-05,5.5316116963124382e-11,0,8.5877707222821406e-08,8.5877707222821406e-08,0
error,normal,openmp,fp64,1,1919384,1,100124,100457,-787.78474991306894,-787.78474991306894,-787.78474991306894,787.78474991306894,787.78474991306894,1223027.7868697476,1552.489797504594,1552.489797504594,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,1,100124,100457,-787.78481756621704,-787.78474991306894,-787.78481756621704,787.78474991306894,787.78481756621704,1223027.7868697476,1552.489797504594,1552.4896641803412,6.7653148107638117e-05,5.5316116963124382e-11,0,8.5877707222821406e-08,8.5877707222821406e-08,0
error,normal,openmp,fp64,2,1919384,1,100124,100457,-787.78474991319308,-787.78474991306894,-787.78474991306894,787.78474991306894,787.78474991306894,1223027.7868697476,1552.489797504594,1552.489797504594,1.241460267920047e-10,1.0150711874645761e-16,1.0150711874645761e-16,1.5758876622796272e-13,,1.5758876622796272e-13
error,normal,openmp,mixed_fp32_fp64,2,1919384,1,100124,100457,-787.78481756621659,-787.78474991306894,-787.78481756621704,787.78474991306894,787.78481756621704,1223027.7868697476,1552.489797504594,1552.4896641803412,6.7653147652890766e-05,5.5316116591303433e-11,3.7182094778922199e-19,8.5877706645573177e-08,8.5877706645573177e-08,5.7724817836850538e-16
error,normal,openmp,fp64,4,1919384,1,100124,100457,-787.78474991309918,-787.78474991306894,-787.78474991306894,787.78474991306894,787.78474991306894,1223027.7868697476,1552.489797504594,1552.489797504594,3.0240698833949864e-11,2.4726093027983261e-17,2.4726093027983261e-17,3.8387007158093484e-14,,3.8387007158093484e-14
error,normal,openmp,mixed_fp32_fp64,4,1919384,1,100124,100457,-787.78481756621636,-787.78474991306894,-787.78481756621704,787.78474991306894,787.78481756621704,1223027.7868697476,1552.489797504594,1552.4896641803412,6.7653147425517091e-05,5.5316116405392962e-11,5.5773142168383294e-19,8.587770635694907e-08,8.587770635694907e-08,8.6587226755275802e-16
error,normal,openmp,fp64,8,1919384,1,100124,100457,-787.78474991313078,-787.78474991306894,-787.78474991306894,787.78474991306894,787.78474991306894,1223027.7868697476,1552.489797504594,1552.489797504594,6.184563972055912e-11,5.0567648899334191e-17,5.0567648899334191e-17,7.8505759000010739e-14,,7.8505759000010739e-14
error,normal,openmp,mixed_fp32_fp64,8,1919384,1,100124,100457,-787.78481756621636,-787.78474991306894,-787.78481756621704,787.78474991306894,787.78481756621704,1223027.7868697476,1552.489797504594,1552.4896641803412,6.7653147425517091e-05,5.5316116405392962e-11,5.5773142168383294e-19,8.587770635694907e-08,8.587770635694907e-08,8.6587226755275802e-16
error,normal,openmp,fp64,16,1919384,1,100124,100457,-787.78474991313317,-787.78474991306894,-787.78474991306894,787.78474991306894,787.78474991306894,1223027.7868697476,1552.489797504594,1552.489797504594,6.4233063312713057e-11,5.2519708875227605e-17,5.2519708875227605e-17,8.1536312196702334e-14,,8.1536312196702334e-14
error,normal,openmp,mixed_fp32_fp64,16,1919384,1,100124,100457,-787.7848175662167,-787.78474991306894,-787.78481756621704,787.78474991306894,787.78481756621704,1223027.7868697476,1552.489797504594,1552.4896641803412,6.7653147766577604e-05,5.5316116684258675e-11,2.7886571084191647e-19,8.5877706789885238e-08,8.5877706789885238e-08,4.3293613377637901e-16
error,normal,openmp,fp64,22,1919384,1,100124,100457,-787.78474991315034,-787.78474991306894,-787.78474991306894,787.78474991306894,787.78474991306894,1223027.7868697476,1552.489797504594,1552.489797504594,8.1399775808677077e-11,6.6555949654270731e-17,6.6555949654270731e-17,1.0332743280148472e-13,,1.0332743280148472e-13
error,normal,openmp,mixed_fp32_fp64,22,1919384,1,100124,100457,-787.78481756621659,-787.78474991306894,-787.78481756621704,787.78474991306894,787.78481756621704,1223027.7868697476,1552.489797504594,1552.4896641803412,6.7653147652890766e-05,5.5316116591303433e-11,3.7182094778922199e-19,8.5877706645573177e-08,8.5877706645573177e-08,5.7724817836850538e-16
error,normal,serial,fp64,,1919384,2,100125,100458,1748.2184857589591,1748.2184857589591,1748.2184857589591,1748.2184857589591,1748.2184857589591,1222230.5642384326,699.12918447823301,699.12918447823301,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,2,100125,100458,1748.2185662676377,1748.2184857589591,1748.2185662676377,1748.2184857589591,1748.2185662676377,1222230.5642384326,699.12918447823301,699.12915228204895,8.0508678593105287e-05,6.5870287447172423e-11,0,4.6051840344288443e-08,4.6051840344288443e-08,0
error,normal,openmp,fp64,1,1919384,2,100125,100458,1748.2184857589591,1748.2184857589591,1748.2184857589591,1748.2184857589591,1748.2184857589591,1222230.5642384326,699.12918447823301,699.12918447823301,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,2,100125,100458,1748.2185662676377,1748.2184857589591,1748.2185662676377,1748.2184857589591,1748.2185662676377,1222230.5642384326,699.12918447823301,699.12915228204895,8.0508678593105287e-05,6.5870287447172423e-11,0,4.6051840344288443e-08,4.6051840344288443e-08,0
error,normal,openmp,fp64,2,1919384,2,100125,100458,1748.2184857589095,1748.2184857589591,1748.2184857589591,1748.2184857589591,1748.2184857589591,1222230.5642384326,699.12918447823301,699.12918447823301,4.9567461246624589e-11,4.0554918766501222e-17,4.0554918766501222e-17,2.8353127283804991e-14,,2.8353127283804991e-14
error,normal,openmp,mixed_fp32_fp64,2,1919384,2,100125,100458,1748.2185662676377,1748.2184857589591,1748.2185662676377,1748.2184857589591,1748.2185662676377,1222230.5642384326,699.12918447823301,699.12915228204895,8.0508678593105287e-05,6.5870287447172423e-11,0,4.6051840344288443e-08,4.6051840344288443e-08,0
error,normal,openmp,fp64,4,1919384,2,100125,100458,1748.2184857590021,1748.2184857589591,1748.2184857589591,1748.2184857589591,1748.2184857589591,1222230.5642384326,699.12918447823301,699.12918447823301,4.2973624658770859e-11,3.5159998380131793e-17,3.5159998380131793e-17,2.4581380993757537e-14,,2.4581380993757537e-14
error,normal,openmp,mixed_fp32_fp64,4,1919384,2,100125,100458,1748.2185662676375,1748.2184857589591,1748.2185662676377,1748.2184857589591,1748.2185662676377,1222230.5642384326,699.12918447823301,699.12915228204895,8.0508678365731612e-05,6.5870287261140679e-11,1.8603173746101478e-19,4.6051840214228228e-08,4.6051840214228228e-08,1.3006021090867596e-16
error,normal,openmp,fp64,8,1919384,2,100125,100458,1748.2184857589984,1748.2184857589591,1748.2184857589591,1748.2184857589591,1748.2184857589591,1222230.5642384326,699.12918447823301,699.12918447823301,3.9335645851679146e-11,3.2183490580755559e-17,3.2183490580755559e-17,2.2500417523386529e-14,,2.2500417523386529e-14
error,normal,openmp,mixed_fp32_fp64,8,1919384,2,100125,100458,1748.2185662676372,1748.2184857589591,1748.2185662676377,1748.2184857589591,1748.2185662676377,1222230.5642384326,699.12918447823301,699.12915228204895,8.0508678138357936e-05,6.5870287075108948e-11,3.7206347492202957e-19,4.6051840084168013e-08,4.6051840084168013e-08,2.6012042181735192e-16
error,normal,openmp,fp64,16,1919384,2,100125,100458,1748.2184857590032,1748.2184857589591,1748.2184857589591,1748.2184857589591,1748.2184857589591,1222230.5642384326,699.12918447823301,699.12918447823301,4.411049303598702e-11,3.6090157067436869e-17,3.6090157067436869e-17,2.5231682078248477e-14,,2.5231682078248477e-14
error,normal,openmp,mixed_fp32_fp64,16,1919384,2,100125,100458,1748.2185662676372,1748.2184857589591,1748.2185662676377,1748.2184857589591,1748.2185662676377,1222230.5642384326,699.12918447823301,699.12915228204895,8.0508678138357936e-05,6.5870287075108948e-11,3.7206347492202957e-19,4.6051840084168013e-08,4.6051840084168013e-08,2.6012042181735192e-16
error,normal,openmp,fp64,22,1919384,2,100125,100458,1748.2184857589798,1748.2184857589591,1748.2184857589591,1748.2184857589591,1748.2184857589591,1222230.5642384326,699.12918447823301,699.12918447823301,2.0691004465334117e-11,1.6928888108952346e-17,1.6928888108952346e-17,1.1835479737735111e-14,,1.1835479737735111e-14
error,normal,openmp,mixed_fp32_fp64,22,1919384,2,100125,100458,1748.2185662676375,1748.2184857589591,1748.2185662676377,1748.2184857589591,1748.2185662676377,1222230.5642384326,699.12918447823301,699.12915228204895,8.0508678365731612e-05,6.5870287261140679e-11,1.8603173746101478e-19,4.6051840214228228e-08,4.6051840214228228e-08,1.3006021090867596e-16
error,normal,serial,fp64,,1919384,3,100126,100459,-384.23492251499118,-384.23492251499118,-384.23492251499118,384.23492251499118,384.23492251499118,1221696.8238653257,3179.5569644444809,3179.5569644444809,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,3,100126,100459,-384.23485404633573,-384.23492251499118,-384.23485404633573,384.23492251499118,384.23485404633573,1221696.8238653257,3179.5569644444809,3179.5575310250188,6.8468655456399574e-05,5.6043900678870267e-11,0,1.7819477471813673e-07,1.7819477471813673e-07,0
error,normal,openmp,fp64,1,1919384,3,100126,100459,-384.23492251499118,-384.23492251499118,-384.23492251499118,384.23492251499118,384.23492251499118,1221696.8238653257,3179.5569644444809,3179.5569644444809,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,3,100126,100459,-384.23485404633573,-384.23492251499118,-384.23485404633573,384.23492251499118,384.23485404633573,1221696.8238653257,3179.5569644444809,3179.5575310250188,6.8468655456399574e-05,5.6043900678870267e-11,0,1.7819477471813673e-07,1.7819477471813673e-07,0
error,normal,openmp,fp64,2,1919384,3,100126,100459,-384.23492251510288,-384.23492251499118,-384.23492251499118,384.23492251499118,384.23492251499118,1221696.8238653257,3179.5569644444809,3179.5569644444809,1.1169731806148775e-10,9.1428017065714138e-17,9.1428017065714138e-17,2.9070058840664024e-13,,2.9070058840664024e-13
error,normal,openmp,mixed_fp32_fp64,2,1919384,3,100126,100459,-384.23485404633516,-384.23492251499118,-384.23485404633573,384.23492251499118,384.23485404633573,1221696.8238653257,3179.5569644444809,3179.5575310250188,6.8468656024833763e-05,5.6043901144152795e-11,4.6528252959650955e-19,1.7819477619752903e-07,1.7819477619752903e-07,1.4793925710329533e-15
error,normal,openmp,fp64,4,1919384,3,100126,100459,-384.23492251506286,-384.23492251499118,-384.23492251499118,384.23492251499118,384.23492251499118,1221696.8238653257,3179.5569644444809,3179.5569644444809,7.1679551183478907e-11,5.8672126982119865e-17,5.8672126982119865e-17,1.8655136996477014e-13,,1.8655136996477014e-13
error,normal,openmp,mixed_fp32_fp64,4,1919384,3,100126,100459,-384.23485404633641,-384.23492251499118,-384.23485404633573,384.23492251499118,384.23485404633573,1221696.8238653257,3179.5569644444809,3179.5575310250188,6.8468654774278548e-05,5.6043900120531231e-11,5.5833903551581148e-19,1.7819477294286595e-07,1.7819477294286595e-07,1.7752710852395439e-15
error,normal,openmp,fp64,8,1919384,3,100126,100459,-384.23492251503637,-384.23492251499118,-384.23492251499118,384.23492251499118,384.23492251499118,1221696.8238653257,3179.5569644444809,3179.5569644444809,4.5190517994342372e-11,3.698996110292251e-17,3.698996110292251e-17,1.1761168843932773e-13,,1.1761168843932773e-13
error,normal,openmp,mixed_fp32_fp64,8,1919384,3,100126,100459,-384.23485404633607,-384.23492251499118,-384.23485404633573,384.23492251499118,384.23485404633573,1221696.8238653257,3179.5569644444809,3179.5575310250188,6.8468655115339061e-05,5.6043900399700752e-11,2.7916951775790574e-19,1.7819477383050134e-07,1.7819477383050134e-07,8.8763554261977194e-16
error,normal,openmp,fp64,16,1919384,3,100126,100459,-384.23492251499778,-384.23492251499118,-384.23492251499118,384.23492251499118,384.23492251499118,1221696.8238653257,3179.5569644444809,3179.5569644444809,6.5938365878537297e-12,5.3972773433195115e-18,5.3972773433195115e-18,1.7160950765989958e-14,,1.7160950765989958e-14
error,normal,openmp,mixed_fp32_fp64,16,1919384,3,100126,100459,-384.23485404633573,-384.23492251499118,-384.23485404633573,384.23492251499118,384.23485404633573,1221696.8238653257,3179.5569644444809,3179.5575310250188,6.8468655456399574e-05,5.6043900678870267e-11,0,1.7819477471813673e-07,1.7819477471813673e-07,0
error,normal,openmp,fp64,22,1919384,3,100126,100459,-384.23492251498936,-384.23492251499118,-384.23492251499118,384.23492251499118,384.23492251499118,1221696.8238653257,3179.5569644444809,3179.5569644444809,1.8189894035458565e-12,1.4889040947088307e-18,1.4889040947088307e-18,4.7340553837213672e-15,,4.7340553837213672e-15
error,normal,openmp,mixed_fp32_fp64,22,1919384,3,100126,100459,-384.23485404633607,-384.23492251499118,-384.23485404633573,384.23492251499118,384.23485404633573,1221696.8238653257,3179.5569644444809,3179.5575310250188,6.8468655115339061e-05,5.6043900399700752e-11,2.7916951775790574e-19,1.7819477383050134e-07,1.7819477383050134e-07,8.8763554261977194e-16
error,normal,serial,fp64,,1919384,4,100127,100460,792.48982619344781,792.48982619344781,792.48982619344781,792.48982619344781,792.48982619344781,1222209.0091696375,1542.2393685989032,1542.2393685989032,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,4,100127,100460,792.48982094260418,792.48982619344781,792.48982094260418,792.48982619344781,792.48982094260418,1222209.0091696375,1542.2393685989032,1542.2393788174038,5.2508436283460469e-06,4.2961912315745761e-12,0,6.625755252363718e-09,6.625755252363718e-09,0
error,normal,openmp,fp64,1,1919384,4,100127,100460,792.48982619344781,792.48982619344781,792.48982619344781,792.48982619344781,792.48982619344781,1222209.0091696375,1542.2393685989032,1542.2393685989032,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,4,100127,100460,792.48982094260418,792.48982619344781,792.48982094260418,792.48982619344781,792.48982094260418,1222209.0091696375,1542.2393685989032,1542.2393788174038,5.2508436283460469e-06,4.2961912315745761e-12,0,6.625755252363718e-09,6.625755252363718e-09,0
error,normal,openmp,fp64,2,1919384,4,100127,100460,792.48982619341928,792.48982619344781,792.48982619344781,792.48982619344781,792.48982619344781,1222209.0091696375,1542.2393685989032,1542.2393685989032,2.8535396268125623e-11,2.3347394802393434e-17,2.3347394802393434e-17,3.6007271418472562e-14,,3.6007271418472562e-14
error,normal,openmp,mixed_fp32_fp64,2,1919384,4,100127,100460,792.48982094260384,792.48982619344781,792.48982094260418,792.48982619344781,792.48982094260418,1222209.0091696375,1542.2393685989032,1542.2393788174038,5.2508439694065601e-06,4.2961915106271037e-12,2.7905252751864664e-19,6.6257556827295118e-09,6.6257556827295118e-09,4.3036579669778407e-16
error,normal,openmp,fp64,4,1919384,4,100127,100460,792.48982619337039,792.48982619344781,792.48982619344781,792.48982619344781,792.48982619344781,1222209.0091696375,1542.2393685989032,1542.2393685989032,7.7420736488420516e-11,6.3344923746732783e-17,6.3344923746732783e-17,9.7693035203106832e-14,,9.7693035203106832e-14
error,normal,openmp,mixed_fp32_fp64,4,1919384,4,100127,100460,792.48982094260396,792.48982619344781,792.48982094260418,792.48982619344781,792.48982094260418,1222209.0091696375,1542.2393685989032,1542.2393788174038,5.2508438557197223e-06,4.2961914176095945e-12,1.8603501834576442e-19,6.6257555392742475e-09,6.6257555392742475e-09,2.8691053113185606e-16
error,normal,openmp,fp64,8,1919384,4,100127,100460,792.48982619337289,792.48982619344781,792.48982619344781,792.48982619344781,792.48982619344781,1222209.0091696375,1542.2393685989032,1542.2393685989032,7.4919626058544964e-11,6.129853854492938e-17,6.129853854492938e-17,9.4537019381567407e-14,,9.4537019381567407e-14
error,normal,openmp,mixed_fp32_fp64,8,1919384,4,100127,100460,792.48982094260396,792.48982619344781,792.48982094260418,792.48982619344781,792.48982094260418,1222209.0091696375,1542.2393685989032,1542.2393788174038,5.2508438557197223e-06,4.2961914176095945e-12,1.8603501834576442e-19,6.6257555392742475e-09,6.6257555392742475e-09,2.8691053113185606e-16
error,normal,openmp,fp64,16,1919384,4,100127,100460,792.48982619340006,792.48982619344781,792.48982619344781,792.48982619344781,792.48982619344781,1222209.0091696375,1542.2393685989032,1542.2393685989032,4.7748471843078732e-11,3.9067353852610529e-17,3.9067353852610529e-17,6.0251211138479987e-14,,6.0251211138479987e-14
error,normal,openmp,mixed_fp32_fp64,16,1919384,4,100127,100460,792.48982094260373,792.48982619344781,792.48982094260418,792.48982619344781,792.48982094260418,1222209.0091696375,1542.2393685989032,1542.2393788174038,5.2508440830933978e-06,4.2961916036446129e-12,3.7207003669152884e-19,6.6257558261847762e-09,6.6257558261847762e-09,5.7382106226371213e-16
error,normal,openmp,fp64,22,1919384,4,100127,100460,792.48982619336346,792.48982619344781,792.48982619344781,792.48982619344781,792.48982619344781,1222209.0091696375,1542.2393685989032,1542.2393685989032,8.4355633589439094e-11,6.9018991806278599e-17,6.9018991806278599e-17,1.0644380634464797e-13,,1.0644380634464797e-13
error,normal,openmp,mixed_fp32_fp64,22,1919384,4,100127,100460,792.48982094260384,792.48982619344781,792.48982094260418,792.48982619344781,792.48982094260418,1222209.0091696375,1542.2393685989032,1542.2393788174038,5.2508439694065601e-06,4.2961915106271037e-12,2.7905252751864664e-19,6.6257556827295118e-09,6.6257556827295118e-09,4.3036579669778407e-16
error,normal,serial,fp64,,1919384,5,100128,100461,-1120.1772613725755,-1120.1772613725755,-1120.1772613725755,1120.1772613725755,1120.1772613725755,1222983.8781698167,1091.7770966634962,1091.7770966634962,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,5,100128,100461,-1120.1772097078374,-1120.1772613725755,-1120.1772097078374,1120.1772613725755,1120.1772097078374,1222983.8781698167,1091.7770966634962,1091.7771470183661,5.1664738066392601e-05,4.2244823491629646e-11,0,4.6121930740753273e-08,4.6121930740753273e-08,0
error,normal,openmp,fp64,1,1919384,5,100128,100461,-1120.1772613725755,-1120.1772613725755,-1120.1772613725755,1120.1772613725755,1120.1772613725755,1222983.8781698167,1091.7770966634962,1091.7770966634962,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,5,100128,100461,-1120.1772097078374,-1120.1772613725755,-1120.1772097078374,1120.1772613725755,1120.1772097078374,1222983.8781698167,1091.7770966634962,1091.7771470183661,5.1664738066392601e-05,4.2244823491629646e-11,0,4.6121930740753273e-08,4.6121930740753273e-08,0
error,normal,openmp,fp64,2,1919384,5,100128,100461,-1120.1772613725534,-1120.1772613725755,-1120.1772613725755,1120.1772613725755,1120.1772613725755,1222983.8781698167,1091.7770966634962,1091.7770966634962,2.205524651799351e-11,1.8033963416589733e-17,1.8033963416589733e-17,1.9689068220300041e-14,,1.9689068220300041e-14
error,normal,openmp,mixed_fp32_fp64,2,1919384,5,100128,100461,-1120.1772097078381,-1120.1772613725755,-1120.1772097078374,1120.1772613725755,1120.1772097078374,1222983.8781698167,1091.7770966634962,1091.7771470183661,5.1664737384271575e-05,4.22448229338782e-11,5.5775144587390926e-19,4.6121930131813016e-08,4.6121930131813016e-08,6.0894028232158534e-16
error,normal,openmp,fp64,4,1919384,5,100128,100461,-1120.1772613725168,-1120.1772613725755,-1120.1772613725755,1120.1772613725755,1120.1772613725755,1222983.8781698167,1091.7770966634962,1091.7770966634962,5.8662408264353871e-11,4.79666243451562e-17,4.79666243451562e-17,5.2368861864303206e-14,,5.2368861864303206e-14
error,normal,openmp,mixed_fp32_fp64,4,1919384,5,100128,100461,-1120.1772097078383,-1120.1772613725755,-1120.1772097078374,1120.1772613725755,1120.1772097078374,1222983.8781698167,1091.7770966634962,1091.7771470183661,5.16647371568979e-05,4.2244822747961053e-11,7.4366859449854571e-19,4.6121929928832932e-08,4.6121929928832932e-08,8.1192037642878045e-16
error,normal,openmp,fp64,8,1919384,5,100128,100461,-1120.1772613725175,-1120.1772613725755,-1120.1772613725755,1120.1772613725755,1120.1772613725755,1222983.8781698167,1091.7770966634962,1091.7770966634962,5.7980287238024175e-11,4.7408872899282288e-17,4.7408872899282288e-17,5.1759921610067121e-14,,5.1759921610067121e-14
error,normal,openmp,mixed_fp32_fp64,8,1919384,5,100128,100461,-1120.1772097078381,-1120.1772613725755,-1120.1772097078374,1120.1772613725755,1120.1772097078374,1222983.8781698167,1091.7770966634962,1091.7771470183661,5.1664737384271575e-05,4.22448229338782e-11,5.5775144587390926e-19,4.6121930131813016e-08,4.6121930131813016e-08,6.0894028232158534e-16
error,normal,openmp,fp64,16,1919384,5,100128,100461,-1120.1772613725207,-1120.1772613725755,-1120.1772613725755,1120.1772613725755,1120.1772613725755,1222983.8781698167,1091.7770966634962,1091.7770966634962,5.4797055781818926e-11,4.4806032818537381e-17,4.4806032818537381e-17,4.8918200423632067e-14,,4.8918200423632067e-14
error,normal,openmp,mixed_fp32_fp64,16,1919384,5,100128,100461,-1120.1772097078378,-1120.1772613725755,-1120.1772097078374,1120.1772613725755,1120.1772097078374,1222983.8781698167,1091.7770966634962,1091.7771470183661,5.1664737611645251e-05,4.2244823119795346e-11,3.7183429724927286e-19,4.6121930334793106e-08,4.6121930334793106e-08,4.0596018821439023e-16
error,normal,openmp,fp64,22,1919384,5,100128,100461,-1120.1772613725377,-1120.1772613725755,-1120.1772613725755,1120.1772613725755,1120.1772613725755,1222983.8781698167,1091.7770966634962,1091.7770966634962,3.7744030123576522e-11,3.0862246671689646e-17,3.0862246671689646e-17,3.3694694067729969e-14,,3.3694694067729969e-14
error,normal,openmp,mixed_fp32_fp64,22,1919384,5,100128,100461,-1120.1772097078381,-1120.1772613725755,-1120.1772097078374,1120.1772613725755,1120.1772097078374,1222983.8781698167,1091.7770966634962,1091.7771470183661,5.1664737384271575e-05,4.22448229338782e-11,5.5775144587390926e-19,4.6121930131813016e-08,4.6121930131813016e-08,6.0894028232158534e-16
error,normal,serial,fp64,,1919384,6,100129,100462,2904.271735650866,2904.271735650866,2904.271735650866,2904.271735650866,2904.271735650866,1222371.8409739379,420.88755882203856,420.88755882203856,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,6,100129,100462,2904.2718022388235,2904.271735650866,2904.2718022388235,2904.271735650866,2904.2718022388235,1222371.8409739379,420.88755882203856,420.88754917210053,6.6587957462616032e-05,5.4474387604970813e-11,0,2.2927592017381679e-08,2.2927592017381679e-08,0
error,normal,openmp,fp64,1,1919384,6,100129,100462,2904.271735650866,2904.271735650866,2904.271735650866,2904.271735650866,2904.271735650866,1222371.8409739379,420.88755882203856,420.88755882203856,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,6,100129,100462,2904.2718022388235,2904.271735650866,2904.2718022388235,2904.271735650866,2904.2718022388235,1222371.8409739379,420.88755882203856,420.88754917210053,6.6587957462616032e-05,5.4474387604970813e-11,0,2.2927592017381679e-08,2.2927592017381679e-08,0
