input_distribution,method,precision,threads,n,n_obs,best,median,mean,std,q25,q75,q05,q95,serial_best,serial_median,speedup_best,speedup_median
ill_scaled,openmp,fp64,8.0,1919384,8,0.008220883,0.016265841500000003,0.016747263499999988,0.006610693815929384,0.012353136999999976,0.01882520475,0.009422106099999966,0.026748080049999994,0.001615039,0.00174147599999995,0.19645566054157443,0.10706338187298516
ill_scaled,openmp,fp64,8.0,3684032,8,0.0094052939999999,0.01580451649999995,0.01576750562499994,0.003392995120689988,0.015137709249999975,0.016601519999999925,0.0110017867999999,0.02023614264999993,0.00338748,0.00352105499999995,0.36016736956867446,0.2227878973709801
ill_scaled,openmp,fp64,8.0,7071068,8,0.00401623,0.0161066795,0.015189680499999974,0.007538741071533101,0.01074907375,0.019953468999999974,0.0046824298,0.0242879343999999,0.0062885119999999,0.00681410549999995,1.5657748684711532,0.42306084876153094
ill_scaled,openmp,fp64,8.0,13572088,8,0.005890223,0.01368704749999995,0.01350998724999995,0.004403262766943556,0.011829136999999976,0.015320589749999974,0.007319527099999965,0.0193076337499999,0.012690191,0.0129385175,2.1544500097874053,0.9453110687312254
ill_scaled,openmp,fp64,8.0,26050038,8,0.005991469,0.0135793445,0.013877585124999975,0.0066309843534127855,0.0079231565,0.019794947999999927,0.0063290286,0.021886384049999933,0.021340878,0.022183496499999948,3.5618773960108947,1.6336205698294162
ill_scaled,openmp,fp64,8.0,50000000,8,0.011281503,0.017395095,0.016992277124999976,0.004349340724863756,0.01332057725,0.019599312999999976,0.0116304586,0.0227055086499999,0.0433009649999999,0.044782950499999905,3.838226608635383,2.574458518335192
ill_scaled,openmp,fp64,16.0,1000000,8,0.016598989,0.019283051499999898,0.02183884224999995,0.006758469186504846,0.017457345999999926,0.02327533925,0.0168235105,0.03280453169999993,0.000768372,0.0008610564999999,0.04629028912544011,0.044653539404793094
ill_scaled,openmp,fp64,16.0,1919384,8,0.01480242,0.019246023999999903,0.02074978687499995,0.005917716368273009,0.018012382999999927,0.021598272499999925,0.0149799883,0.030246985399999995,0.001615039,0.00174147599999995,0.10910641638326705,0.09048497497456923
ill_scaled,openmp,fp64,16.0,3684032,8,0.015666275,0.01832123599999995,0.01959658899999995,0.004305484017720116,0.01619757825,0.021764545749999902,0.0157109161,0.026234944599999897,0.00338748,0.00352105499999995,0.21622753334790817,0.1921843591775118
ill_scaled,openmp,fp64,16.0,7071068,8,0.013816032,0.02187825649999995,0.023556552124999974,0.008276778703688722,0.01837277475,0.025442618,0.015342060000000001,0.03669421529999993,0.0062885119999999,0.00681410549999995,0.4551604976016196,0.3114555997640838
ill_scaled,openmp,fp64,16.0,13572088,8,0.011805316,0.01962672449999995,0.019042090749999987,0.006218851029382445,0.015199262,0.0207201835,0.01187553195,0.027748853999999996,0.012690191,0.0129385175,1.0749556386292414,0.6592295876981425
ill_scaled,openmp,fp64,16.0,26050038,8,0.011695468,0.017888234000000003,0.01740718025,0.004594118166610642,0.01360487975,0.020920480249999998,0.011783920350000001,0.02271655825,0.021340878,0.022183496499999948,1.8247134702091443,1.2401166319716046
ill_scaled,openmp,fp64,16.0,50000000,8,0.018554962,0.022546847499999953,0.02360541099999995,0.004113013720099074,0.0211028402499999,0.025298120999999976,0.019400903949999965,0.029884116499999964,0.0433009649999999,0.044782950499999905,2.333659589278593,1.9862178293439914
ill_scaled,openmp,fp64,22.0,1000000,8,0.014914507,0.0200256365,0.02104602362499995,0.00571911501894567,0.017256640749999975,0.0235927774999999,0.015185742999999965,0.029536121749999898,0.000768372,0.0008610564999999,0.05151843101485017,0.04299770946106507
ill_scaled,openmp,fp64,22.0,1919384,8,0.0106730939999999,0.023719912000000003,0.024017604749999963,0.009024528851092346,0.018580845249999978,0.030797398749999927,0.0121866829999999,0.03518070405,0.001615039,0.00174147599999995,0.15131872725940718,0.07341831622309349
ill_scaled,openmp,fp64,22.0,3684032,8,0.0147906489999999,0.022926361,0.023343441999999937,0.00689057850209511,0.018646642499999977,0.0261793837499999,0.0155350492999999,0.033470233549999895,0.00338748,0.00352105499999995,0.22902848955444907,0.1535810676626766
ill_scaled,openmp,fp64,22.0,7071068,8,0.0132813889999999,0.01991899849999995,0.020800514624999964,0.005569288596730524,0.016986641999999923,0.02623799475,0.013921256199999935,0.02740075345,0.0062885119999999,0.00681410549999995,0.4734830069354905,0.34209076826829254
ill_scaled,openmp,fp64,22.0,13572088,8,0.012215151,0.02405067699999995,0.02421817449999995,0.009804946860182686,0.018262065749999924,0.028859059999999923,0.012518412,0.03777231514999993,0.012690191,0.0129385175,1.0388894087351028,0.5379689519758644
ill_scaled,openmp,fp64,22.0,26050038,8,0.0162142369999999,0.029018270999999998,0.030335479374999974,0.010913891647136876,0.022222187999999976,0.037593677000000006,0.018275542749999898,0.044796519699999995,0.021340878,0.022183496499999948,1.3161814521398776,0.7644665149071063
ill_scaled,openmp,fp64,22.0,50000000,8,0.018202366,0.0266936079999999,0.02670699974999995,0.005371691483621956,0.023979437249999926,0.029280025,0.019544488250000002,0.033895244849999936,0.0433009649999999,0.044782950499999905,2.3788646486945653,1.6776656980952172
ill_scaled,openmp,mixed_fp32_fp64,1.0,1000000,8,0.000965783,0.00100608649999995,0.001018675624999975,4.286786021829601e-05,0.000999213,0.001024510249999975,0.00097578775,0.001087563899999965,0.001007777,0.0010772959999999498,1.0434818173440619,1.0707787054095281
ill_scaled,openmp,mixed_fp32_fp64,1.0,1919384,8,0.002116703,0.0021338309999999003,0.0022275563749999125,0.0001510832488643514,0.0021185484999999,0.0023462187499999,0.002116866449999965,0.0024508094499999,0.0021579469999999,0.0022548669999999,1.0194850198633914,1.0567223927293237
ill_scaled,openmp,mixed_fp32_fp64,1.0,3684032,8,0.00390885,0.00414468499999995,0.004143867874999963,0.00014172863869523687,0.004087125999999976,0.00418868075,0.003963575299999965,0.004335866049999935,0.004064926,0.0043529079999999505,1.0399288793379127,1.0502385585394314
ill_scaled,openmp,mixed_fp32_fp64,1.0,7071068,8,0.00766922,0.008769001,0.008580119999999962,0.0005912296822168513,0.00808554975,0.009106751749999899,0.00775928725,0.009136956649999901,0.007074953,0.00822641149999995,0.9225127196768381,0.938124137515773
ill_scaled,openmp,mixed_fp32_fp64,1.0,13572088,8,0.013213249,0.015911214,0.016849169374999987,0.0034734871333199587,0.0145375,0.018117081499999976,0.01340492545,0.022334935799999966,0.014220754,0.0163528665,1.076249603712153,1.027757310033037
ill_scaled,openmp,mixed_fp32_fp64,1.0,26050038,8,0.023420679,0.02462629399999995,0.024968434249999977,0.0017127417157016265,0.023874226499999974,0.02511086425,0.023460998999999965,0.02776624775,0.02350814,0.023904895000000002,1.003734349461004,0.9707061484769105
ill_scaled,openmp,mixed_fp32_fp64,1.0,50000000,8,0.048105056,0.051237005999999904,0.05101773424999995,0.0014145397750742277,0.050744179249999924,0.05159426499999997,0.0489195725,0.05256722994999997,0.04893364,0.0504709625,1.0172244680476,0.9850490190625131
ill_scaled,openmp,mixed_fp32_fp64,2.0,1000000,8,0.000544793,0.0007566420000000001,0.0008898971249999751,0.0005018559358308886,0.0006240975000000001,0.0008417302499999001,0.00055496575,0.0016911231499999644,0.001007777,0.0010772959999999498,1.849834707861518,1.4237856212052062
ill_scaled,openmp,mixed_fp32_fp64,2.0,1919384,8,0.001216696,0.0016499585000000002,0.0016597342499999875,0.00031211550081329086,0.001527451499999925,0.00172410375,0.00128828885,0.0021129488999999998,0.0021579469999999,0.0022548669999999,1.7736123074292183,1.3666204331805314
ill_scaled,openmp,mixed_fp32_fp64,2.0,3684032,8,0.002186847,0.00221499499999995,0.0023982984999999625,0.0002938984096107548,0.0021925169999999,0.00260975025,0.0021871273499999653,0.00284126815,0.004064926,0.0043529079999999505,1.8588067660883454,1.96519992144454
ill_scaled,openmp,mixed_fp32_fp64,2.0,7071068,8,0.0038632689999999,0.0053142924999999,0.005167130374999925,0.0009086819773396729,0.00463667275,0.0058537909999999,0.003879834849999935,0.0061638925999999,0.007074953,0.00822641149999995,1.8313384338497223,1.5479786820164878
ill_scaled,openmp,mixed_fp32_fp64,2.0,13572088,8,0.007344261,0.007795073499999951,0.00837623499999995,0.0011781348514900158,0.007570045999999925,0.008942435499999925,0.007413801100000001,0.010258910799999936,0.014220754,0.0163528665,1.9363083637686622,2.0978463512884264
ill_scaled,openmp,mixed_fp32_fp64,2.0,26050038,8,0.014053837,0.0152393275,0.01590727262499999,0.0018551993784384636,0.014564416,0.017090549750000003,0.0141485218,0.018664934199999934,0.02350814,0.023904895000000002,1.6727204108031137,1.5686318835263566
ill_scaled,openmp,mixed_fp32_fp64,2.0,50000000,8,0.027919142,0.029526716999999952,0.029699800874999974,0.0012323579167600864,0.029140564,0.030438625999999924,0.0280826928,0.03137776565,0.04893364,0.0504709625,1.752691397178323,1.7093320093798468
ill_scaled,openmp,mixed_fp32_fp64,4.0,1000000,8,0.000444972,0.00054186249999995,0.0026717052499999625,0.0032743139344261945,0.00047048249999990003,0.004504704,0.000445550549999965,0.0077790577,0.001007777,0.0010772959999999498,2.264809920624219,1.98813536644453
ill_scaled,openmp,mixed_fp32_fp64,4.0,1919384,8,0.000635824,0.0008025479999999,0.00504981012499995,0.0063587858978374255,0.000773349499999975,0.009018160249999924,0.000680342249999965,0.014995643549999998,0.0021579469999999,0.0022548669999999,3.393937630539112,2.809635062326716
ill_scaled,openmp,mixed_fp32_fp64,4.0,3684032,8,0.001106206,0.00129583699999995,0.001741996374999975,0.0010269956742912148,0.0012051109999999749,0.0016479282500000002,0.001128172349999965,0.0034792913499999993,0.004064926,0.0043529079999999505,3.674655534321817,3.3591477940513497
ill_scaled,openmp,mixed_fp32_fp64,4.0,7071068,8,0.003155576,0.00578140249999995,0.005438428249999963,0.0014449286025192513,0.0049737337499999755,0.006392180749999925,0.0032178581499999652,0.0068831876,0.007074953,0.00822641149999995,2.242048044477458,1.4229093200136165
ill_scaled,openmp,mixed_fp32_fp64,4.0,13572088,8,0.0048820909999999,0.0056244399999999,0.0074395754999999255,0.003567921972409379,0.005351092999999925,0.008018621499999976,0.0049584354499999355,0.013435474749999898,0.014220754,0.0163528665,2.9128408298821737,2.9074657210318344
ill_scaled,openmp,mixed_fp32_fp64,4.0,26050038,8,0.008850277,0.0097549924999999,0.00993262724999995,0.0012499648368585593,0.0091907137499999,0.01002172875,0.008853337399999965,0.0118753318,0.02350814,0.023904895000000002,2.6562038679693303,2.450529305891342
ill_scaled,openmp,mixed_fp32_fp64,4.0,50000000,8,0.018414532,0.01982949299999995,0.019829669124999977,0.00125750236845688,0.0188148435,0.02029385574999998,0.0184465808,0.021696923149999964,0.04893364,0.0504709625,2.657338236996737,2.5452472486311235
ill_scaled,openmp,mixed_fp32_fp64,8.0,1000000,8,0.005383558,0.015075403000000001,0.014449205374999961,0.005791127603873361,0.0106524357499999,0.0189422625,0.006391681199999965,0.021229213199999934,0.001007777,0.0010772959999999498,0.18719534553170972,0.07146051087323833
ill_scaled,openmp,mixed_fp32_fp64,8.0,1919384,8,0.002985845,0.0156612045,0.013936762624999963,0.0071260170366285016,0.011739836749999975,0.018761245749999926,0.003011181499999965,0.020833336049999932,0.0021579469999999,0.0022548669999999,0.722725727557827,0.14397787858525823
ill_scaled,openmp,mixed_fp32_fp64,8.0,3684032,8,0.010275262,0.01711588949999995,0.015783090499999975,0.0035689122464534345,0.014405543,0.0180537295,0.010288957500000001,0.019014542999999932,0.004064926,0.0043529079999999505,0.39560314861071183,0.2543197068431625
ill_scaled,openmp,mixed_fp32_fp64,8.0,7071068,8,0.0070715109999999,0.0123953365,0.012744884499999975,0.0036063013677251066,0.010871550499999974,0.01534740875,0.0079224502499999,0.0173198021,0.007074953,0.00822641149999995,1.000486741801024,0.6636698810072603
ill_scaled,openmp,mixed_fp32_fp64,8.0,13572088,8,0.0063018149999999,0.014694524999999951,0.013407826249999939,0.0047381727991553,0.010435638249999976,0.017148880249999925,0.0064831345999999,0.018200368449999935,0.014220754,0.0163528665,2.256612420390035,1.1128543794372432
ill_scaled,openmp,mixed_fp32_fp64,8.0,26050038,8,0.0079201289999999,0.0148550309999999,0.016230722624999926,0.006614940201821714,0.01104481475,0.021323827999999902,0.008814909249999935,0.0253787480499999,0.02350814,0.023904895000000002,2.9681511500633757,1.6092120575177637
ill_scaled,openmp,mixed_fp32_fp64,8.0,50000000,8,0.012639444,0.016414111499999953,0.01709336349999999,0.0037912033737665498,0.01441060675,0.019008542500000003,0.01294351385,0.0226606308,0.04893364,0.0504709625,3.871502575587977,3.0748519345686267
ill_scaled,openmp,mixed_fp32_fp64,16.0,1000000,8,0.009480492,0.016821304000000002,0.016535490874999937,0.00405991377491246,0.014594298499999901,0.019735658249999902,0.010671495099999966,0.0209183443999999,0.001007777,0.0010772959999999498,0.10630007387802237,0.06404354858576658
ill_scaled,openmp,mixed_fp32_fp64,16.0,1919384,8,0.01122149,0.01898373749999995,0.01899749949999995,0.007002018152965478,0.013096295749999976,0.022136656499999924,0.011711952349999966,0.02890731509999993,0.0021579469999999,0.0022548669999999,0.19230485434642816,0.11877887586677312
ill_scaled,openmp,mixed_fp32_fp64,16.0,3684032,8,0.008900819,0.0174726704999999,0.017239387374999977,0.005207732277042033,0.01475966125,0.01966188375,0.01003794555,0.02415058065,0.004064926,0.0043529079999999505,0.45669123257084543,0.24912665754212993
ill_scaled,openmp,mixed_fp32_fp64,16.0,7071068,8,0.010696506,0.017342581000000003,0.017079992500000002,0.00397025392315076,0.015027665,0.019444677,0.01157652745,0.0220732261,0.007074953,0.00822641149999995,0.661426544331392,0.4743475899002547
ill_scaled,openmp,mixed_fp32_fp64,16.0,13572088,8,0.015008797,0.01927183799999995,0.02015784062499996,0.004915577749467125,0.015927234499999977,0.022986454249999975,0.015190450499999966,0.027472460849999963,0.014220754,0.0163528665,0.947494592671218,0.8485369428696963
ill_scaled,openmp,mixed_fp32_fp64,16.0,26050038,8,0.019319294,0.02182505399999995,0.022230198124999937,0.003116948610239333,0.0200714807499999,0.022685057749999977,0.019538991449999966,0.027045896899999897,0.02350814,0.023904895000000002,1.2168218983571553,1.0952960299662973
ill_scaled,openmp,mixed_fp32_fp64,16.0,50000000,8,0.015569592,0.0213719959999999,0.022386655374999963,0.007312659305392419,0.0186833195,0.022027303999999928,0.0165137317,0.03346675874999999,0.04893364,0.0504709625,3.1428980284133328,2.361546506933664
ill_scaled,openmp,mixed_fp32_fp64,22.0,1000000,8,0.01555433,0.026710124999999953,0.025829994374999964,0.007555802333452401,0.020673618499999977,0.03031819125,0.015794483899999965,0.03551443764999993,0.001007777,0.0010772959999999498,0.06479076887271905,0.04033287002587789
ill_scaled,openmp,mixed_fp32_fp64,22.0,1919384,8,0.008108812,0.020520636499999953,0.02170028162499994,0.0070496684088445045,0.0200736529999999,0.025706093999999974,0.012091273349999966,0.030487014749999895,0.0021579469999999,0.0022548669999999,0.26612369358173554,0.10988289763818511
ill_scaled,openmp,mixed_fp32_fp64,22.0,3684032,8,0.0187055669999999,0.0247231434999999,0.023951444249999926,0.003203213083064732,0.021634634499999975,0.025955813499999977,0.0194828298499999,0.0277323858499999,0.004064926,0.0043529079999999505,0.21731102831579616,0.17606612201235528
ill_scaled,openmp,mixed_fp32_fp64,22.0,7071068,8,0.0103272899999999,0.02113263199999995,0.02019992662499995,0.006464903632460857,0.01518444725,0.0245495669999999,0.011816570799999936,0.027885077949999965,0.007074953,0.00822641149999995,0.6850735284861825,0.38927529235354924
ill_scaled,openmp,mixed_fp32_fp64,22.0,13572088,8,0.013357498,0.020476645499999953,0.022370503499999975,0.008021215193310364,0.01672552525,0.02843400575,0.01363579945,0.033334352649999933,0.014220754,0.0163528665,1.0646270731240237,0.7986106171540664
ill_scaled,openmp,mixed_fp32_fp64,22.0,26050038,8,0.014795749,0.028146325,0.02714282399999999,0.008498729811436484,0.021247272,0.034508688499999975,0.0158774219,0.035935145549999964,0.02350814,0.023904895000000002,1.5888442011283106,0.8493078581306797
ill_scaled,openmp,mixed_fp32_fp64,22.0,50000000,8,0.01538224,0.02399315149999995,0.024221026999999964,0.0064482390644182395,0.019204508249999926,0.029862049499999977,0.0162142187,0.03188370369999997,0.04893364,0.0504709625,3.1811777738482823,2.1035570295965544
nearly_canceling,openmp,fp64,1.0,1000000,8,0.0006724629999999,0.00087900349999995,0.0009033531249999625,0.0002214407021539157,0.0007243302499999251,0.0010329125000000001,0.0006773300999999351,0.0012073198,0.000754159,0.000828931,1.1214877249753699,0.943034925344492
nearly_canceling,openmp,fp64,1.0,1919384,8,0.0015540599999999,0.00170308099999995,0.00191099912499995,0.00046560445256752826,0.001588646499999975,0.002050356249999975,0.0015619479499998999,0.002665257899999965,0.0015504169999999,0.001639724,0.9976558176646975,0.9627985985399684
nearly_canceling,openmp,fp64,1.0,3684032,8,0.003232978,0.0034213154999999003,0.0035231286249999376,0.0002734397402468432,0.003400499499999925,0.003551223999999925,0.0032824162000000003,0.003973712549999935,0.003353295,0.0037885174999999502,1.037215533170965,1.1073277223337223
nearly_canceling,openmp,fp64,1.0,7071068,8,0.006081928,0.0067922054999999,0.006706851749999938,0.0003925571848430671,0.006420522249999975,0.007032185999999925,0.0061706939499999655,0.007098620349999935,0.006375724,0.00663522849999995,1.0483063923150684,0.9768886556804043
nearly_canceling,openmp,fp64,1.0,13572088,8,0.012910061,0.013688058,0.013749463374999988,0.000570265894077452,0.01349103325,0.01389859,0.0130553187,0.014597252049999935,0.012270727,0.015135585499999951,0.9504778482456434,1.1057511226208971
nearly_canceling,openmp,fp64,1.0,26050038,8,0.021772112,0.02397158299999995,0.024253736874999977,0.00256186161180223,0.022408629249999975,0.02468108875,0.021804477899999966,0.0283347706,0.0214687819999999,0.0226404515,0.9860679570268562,0.9444704381850814
nearly_canceling,openmp,fp64,1.0,50000000,8,0.0412681449999999,0.043315624999999996,0.04307596874999998,0.0009411420496096193,0.042581626500000004,0.04363236799999993,0.041672629849999934,0.04410345825,0.04161318,0.04368156199999995,1.0083608071067913,1.0084481523699578
nearly_canceling,openmp,fp64,2.0,1000000,8,0.0005172389999999,0.0005874239999999001,0.0006693902499999124,0.0002658920281858439,0.0005536612499999251,0.0006127979999998999,0.000520106549999935,0.0010874479499998996,0.000754159,0.000828931,1.4580474403518409,1.4111289290191429
nearly_canceling,openmp,fp64,2.0,1919384,8,0.0008113639999999,0.00120749,0.0013843537499999626,0.0006282775891068711,0.0008592309999999751,0.001688879999999975,0.0008196502499999,0.002362910049999965,0.0015504169999999,0.001639724,1.9108772388226383,1.3579607284532376
nearly_canceling,openmp,fp64,2.0,3684032,8,0.00177719,0.0021730615,0.0023755346249999627,0.0006947169985959876,0.002067558,0.0023590084999999,0.0018055760500000002,0.0035085259999998995,0.003353295,0.0037885174999999502,1.886852278034425,1.743400957589074
nearly_canceling,openmp,fp64,2.0,7071068,8,0.003485128,0.00388976599999995,0.00402564849999995,0.0006875973858042736,0.003624472499999975,0.0040600724999999005,0.003486874849999965,0.005095562299999964,0.006375724,0.00663522849999995,1.829408848111174,1.7058168794729647
nearly_canceling,openmp,fp64,2.0,13572088,8,0.007637309,0.00844826199999995,0.008679537124999963,0.0009772826010170804,0.008093537499999925,0.009097353499999926,0.00768252585,0.010155743149999999,0.012270727,0.015135585499999951,1.6066820132588586,1.7915620396242495
nearly_canceling,openmp,fp64,2.0,26050038,8,0.013391151,0.01403468,0.014270614999999974,0.0008155194961118739,0.013554102499999925,0.015067260499999974,0.0134345209,0.015329844749999965,0.0214687819999999,0.0226404515,1.603206625031702,1.6131790322258859
nearly_canceling,openmp,fp64,2.0,50000000,8,0.0251549569999999,0.026645382999999953,0.028632994374999964,0.005288381928376209,0.026065750500000002,0.0283983275,0.025246695849999938,0.03720464864999993,0.04161318,0.04368156199999995,1.654273549344575,1.6393670152911681
nearly_canceling,openmp,fp64,4.0,1000000,8,0.000315685,0.00035374599999995,0.00039634899999996254,0.00010202693152997742,0.00033537875000000004,0.00041975699999992496,0.00032142465,0.0005609539499999349,0.000754159,0.000828931,2.3889605144368593,2.3432943411377574
nearly_canceling,openmp,fp64,4.0,1919384,8,0.0004532879999999,0.00105002349999995,0.0030434278749999375,0.00484073344347611,0.0005747762499999001,0.002244989,0.0004699717999999,0.01110326529999993,0.0015504169999999,0.001639724,3.420379537954329,1.5616069545110924
nearly_canceling,openmp,fp64,4.0,3684032,8,0.0010919829999999,0.00132668849999995,0.006602809749999963,0.00812789483978544,0.0012280025000000001,0.010919359749999975,0.001099843649999935,0.019370483049999967,0.003353295,0.0037885174999999502,3.0708307730068207,2.8556194615390824
nearly_canceling,openmp,fp64,4.0,7071068,8,0.002458355,0.00475228299999995,0.0055418074999999505,0.003673519394703326,0.003132357499999975,0.0057807382499999,0.0026250918499999653,0.01146101959999996,0.006375724,0.00663522849999995,2.593491989562126,1.396219143514816
nearly_canceling,openmp,fp64,4.0,13572088,8,0.0041968689999999,0.0064231395,0.007011146374999938,0.0029913337193867872,0.0045472412499999,0.0085879154999999,0.0042537464499999,0.011336186499999963,0.012270727,0.015135585499999951,2.92378127599415,2.3564155036645165
nearly_canceling,openmp,fp64,4.0,26050038,8,0.009011628,0.00941501599999995,0.010371757249999964,0.00243341608849138,0.009276820499999975,0.00989238775,0.009043906049999965,0.014365667949999933,0.0214687819999999,0.0226404515,2.3823422360532303,2.404717262296752
nearly_canceling,openmp,fp64,4.0,50000000,8,0.01668988,0.017241514999999902,0.01934395474999995,0.005194790170285917,0.017036104499999923,0.018133068750000002,0.01671861395,0.02787015384999993,0.04161318,0.04368156199999995,2.493318106541209,2.533510657271139
nearly_canceling,openmp,fp64,8.0,1000000,8,0.004259484,0.0087580525,0.012143240124999987,0.009898381858611728,0.004818341749999976,0.015401984,0.004302787749999965,0.027968286249999995,0.000754159,0.000828931,0.17705407509454196,0.09464786834744368
nearly_canceling,openmp,fp64,8.0,1919384,8,0.0055667879999999,0.015565118,0.015422006999999988,0.009414570568190186,0.009580903,0.0166469955,0.005687270599999935,0.029511684449999992,0.0015504169999999,0.001639724,0.27851195339214063,0.10534606933272206
nearly_canceling,openmp,fp64,8.0,3684032,8,0.007506938,0.0151644225,0.014970667874999987,0.0050493750689570615,0.011901355749999974,0.017506383,0.008317346549999965,0.021834441649999998,0.003353295,0.0037885174999999502,0.4466927793995368,0.24982932914194064
nearly_canceling,openmp,fp64,8.0,7071068,8,0.002105258,0.0079732034999999,0.01182450687499995,0.010808710129775316,0.0030182347500000003,0.019137407249999974,0.0022391491,0.027806856199999893,0.006375724,0.00663522849999995,3.0284763197669835,0.8321910383950483
nearly_canceling,openmp,fp64,8.0,13572088,8,0.0047610889999999,0.007762363500000001,0.01095936449999995,0.006479604282567368,0.006433016999999925,0.0158100707499999,0.005048100549999935,0.020508330249999963,0.012270727,0.015135585499999951,2.5772941862671037,1.9498681683742263
nearly_canceling,openmp,fp64,8.0,26050038,8,0.0078478479999999,0.012364618,0.015318212249999975,0.007315719998689274,0.00951685125,0.02375847875,0.008001835399999935,0.024062491399999934,0.0214687819999999,0.0226404515,2.735626632931751,1.8310676075880385
nearly_canceling,openmp,fp64,8.0,50000000,8,0.011786888,0.01572010549999995,0.01705482387499999,0.005615555458444332,0.0123621075,0.01982207925,0.0118792663,0.025591528599999996,0.04161318,0.04368156199999995,3.5304636813381105,2.7787066696212754
nearly_canceling,openmp,fp64,16.0,1000000,8,0.011906902,0.01951631799999995,0.020323989999999962,0.00575944874954362,0.01693543674999993,0.022892904500000002,0.013481380150000001,0.028608775199999933,0.000754159,0.000828931,0.06333796985983424,0.042473739155100984
nearly_canceling,openmp,fp64,16.0,1919384,8,0.0125458459999999,0.020768454,0.02220273274999995,0.0074004431510194665,0.018556063499999977,0.024594223499999977,0.0137485005999999,0.0335812063499999,0.0015504169999999,0.001639724,0.12358010771054517,0.07895262690232023
nearly_canceling,openmp,fp64,16.0,3684032,8,0.013144199,0.0211435924999999,0.02224450174999995,0.008335984339670088,0.0165129925,0.0245972252499999,0.013905927450000001,0.03510941209999996,0.003353295,0.0037885174999999502,0.25511596408423215,0.17918040654633163
nearly_canceling,openmp,fp64,16.0,7071068,8,0.0116038029999999,0.017025614,0.018773948124999964,0.005712856134702247,0.015126985749999976,0.021716172499999978,0.012805205649999901,0.027388803499999965,0.006375724,0.00663522849999995,0.5494512445618092,0.3897203648573232
nearly_canceling,openmp,fp64,16.0,13572088,8,0.0163111519999999,0.020125288,0.019931225249999962,0.0031870975517429407,0.017136295750000002,0.021389888499999926,0.016387965449999934,0.024442269349999934,0.012270727,0.015135585499999951,0.7522906413967619,0.7520680200949149
nearly_canceling,openmp,fp64,16.0,26050038,8,0.010537738,0.01879889699999995,0.01901446499999995,0.005513003092047447,0.015456975999999975,0.0231699067499999,0.011878965999999965,0.025936333099999962,0.0214687819999999,0.0226404515,2.037323569821142,1.2043499945768126
nearly_canceling,openmp,fp64,16.0,50000000,8,0.017048961,0.023865175000000002,0.024185191624999977,0.005552346987231562,0.019699748000000003,0.028887046249999902,0.0174161866,0.031193843749999967,0.04161318,0.04368156199999995,2.4408044572334933,1.8303474414078231
nearly_canceling,openmp,fp64,22.0,1000000,8,0.013368932,0.019986400499999953,0.01943537699999995,0.004568946260625641,0.015331911499999924,0.023169136499999923,0.0137305541,0.024728213799999937,0.000754159,0.000828931,0.056411312436924654,0.041474751794351464
nearly_canceling,openmp,fp64,22.0,1919384,8,0.0150904479999999,0.020161424999999948,0.022373042374999964,0.007296292563790194,0.0177559885,0.02528353025,0.015595716399999935,0.03368086644999993,0.0015504169999999,0.001639724,0.10274161509319737,0.08132976711715587
nearly_canceling,openmp,fp64,22.0,3684032,8,0.01538701,0.02647109849999995,0.027365041624999975,0.009899108945297398,0.020431357,0.031827398,0.01646755765,0.041796904249999926,0.003353295,0.0037885174999999502,0.21793025415594064,0.1431190133647063
nearly_canceling,openmp,fp64,22.0,7071068,8,0.01181159,0.021791298,0.022095724374999987,0.008699670522856364,0.01469428775,0.029089306500000002,0.01186512635,0.03317455414999993,0.006375724,0.00663522849999995,0.5397854141567732,0.3044898243326281
nearly_canceling,openmp,fp64,22.0,13572088,8,0.016572921,0.026520632499999898,0.02593108374999995,0.0067040733353459295,0.02207210825,0.029458699499999977,0.0169425868,0.0346497133999999,0.012270727,0.015135585499999951,0.7404082237524694,0.5707098237570318
nearly_canceling,openmp,fp64,22.0,26050038,8,0.014210728,0.02583094449999995,0.024803155374999962,0.0062912423228484995,0.022610298999999903,0.02908074425,0.015160843599999967,0.03153900485,0.0214687819999999,0.0226404515,1.5107446993567044,0.8764856236673825
nearly_canceling,openmp,fp64,22.0,50000000,8,0.015335666,0.0263389164999999,0.02689365049999995,0.00879426827728912,0.0217702505,0.030769724249999925,0.0166667405,0.03923987519999993,0.04161318,0.04368156199999995,2.713490239028419,1.658441872504517
nearly_canceling,openmp,mixed_fp32_fp64,1.0,1000000,8,0.0009225589999999,0.00117050849999995,0.0012115907499999125,0.00026796345419677554,0.0009630602499999,0.0014702344999999,0.0009287231999999,0.0015356434499999,0.00099719,0.00105058699999995,1.0808956391950086,0.897547518877475
nearly_canceling,openmp,mixed_fp32_fp64,1.0,1919384,8,0.0020831809999999,0.0021210675,0.00260692174999995,0.0007705817084418091,0.0021000307499999,0.003018773749999975,0.0020865602499999,0.0038310036999999646,0.002107298,0.00215893049999995,1.0115770065107645,1.0178509170499996
nearly_canceling,openmp,mixed_fp32_fp64,1.0,3684032,8,0.004022712,0.0045727064999999505,0.004614139249999937,0.0005057075541221378,0.0043501564999999754,0.0047708684999999,0.004034417049999965,0.0053610800999999,0.004196048,0.004464026,1.0430893387346645,0.976232784675782
