input_distribution,method,precision,threads,n,n_obs,best,median,mean,std,q25,q75,q05,q95,serial_best,serial_median,speedup_best,speedup_median
alternating_sign,openmp,mixed_fp32_fp64,8.0,7071068,8,0.005910791,0.00895996,0.009364119375,0.0028607452350352916,0.007294318500000001,0.01190099875,0.0059713805500000005,0.0128942235,0.00714471,0.007352289,1.2087570005435821,0.8205716320162144
alternating_sign,openmp,mixed_fp32_fp64,8.0,13572088,8,0.0063410749999999,0.010240130499999951,0.011027075999999938,0.003962168230298901,0.0081499407499999,0.014311326749999975,0.0064761837499999,0.016278329799999963,0.01301093,0.01453183199999995,2.0518492526898364,1.419106133461875
alternating_sign,openmp,mixed_fp32_fp64,8.0,26050038,8,0.007653031,0.0159534925,0.015341442999999988,0.004661881931392357,0.0133517845,0.017617286499999926,0.008651908600000001,0.021134025549999998,0.0256516819999999,0.02657848649999995,3.3518330188391894,1.665997993856201
alternating_sign,openmp,mixed_fp32_fp64,8.0,50000000,8,0.0114308469999999,0.016412672500000003,0.016632746499999976,0.003943352327147343,0.013881795,0.019154196249999925,0.011856353899999936,0.02200287165,0.044285111,0.045494825,3.874175815667937,2.7719327854741507
alternating_sign,openmp,mixed_fp32_fp64,16.0,1000000,8,0.0002044679999999,0.01008574199999995,0.010039870499999938,0.007617523262627374,0.0051787564999999005,0.0148542025,0.0002169521499999,0.020090997799999934,0.0010147509999999,0.00107213149999995,4.96288416769566,0.10630169798116541
alternating_sign,openmp,mixed_fp32_fp64,16.0,1919384,8,0.0130143989999999,0.0202015065,0.01940530287499995,0.004505373602854574,0.016129059249999925,0.0220978012499999,0.013449214849999936,0.025027125299999963,0.0021412699999999,0.00221549599999995,0.1645308400334058,0.10966984071212461
alternating_sign,openmp,mixed_fp32_fp64,16.0,3684032,8,0.0131086039999999,0.021936941,0.021619329749999965,0.005941011166873881,0.018597016249999924,0.024139413749999974,0.013939295749999935,0.029589463149999964,0.004163344,0.0042788815,0.31760391876968985,0.19505369960196361
alternating_sign,openmp,mixed_fp32_fp64,16.0,7071068,8,0.012980624,0.02094178299999995,0.019704399499999962,0.004642513081324994,0.015670305249999926,0.021855823999999975,0.0137779296,0.025670642799999963,0.00714471,0.007352289,0.5504134469960766,0.35108228368138555
alternating_sign,openmp,mixed_fp32_fp64,16.0,13572088,8,0.0134208209999999,0.01979185299999995,0.021349653624999975,0.006189158141469364,0.0174805445,0.027494381000000002,0.013842356799999936,0.0289207363,0.01301093,0.01453183199999995,0.9694585748517246,0.734233020020914
alternating_sign,openmp,mixed_fp32_fp64,16.0,26050038,8,0.010954926,0.018100600499999953,0.017633411874999987,0.0034738642069260697,0.01659380175,0.019985131750000003,0.0122380827,0.02126217845,0.0256516819999999,0.02657848649999995,2.3415659768034858,1.4683759524994775
alternating_sign,openmp,mixed_fp32_fp64,16.0,50000000,8,0.0147422449999999,0.0199531345,0.021411544249999925,0.00581325914715232,0.018356231249999903,0.0224854802499999,0.015582822849999902,0.030777886599999894,0.044285111,0.045494825,3.003959776818273,2.2800841141024737
alternating_sign,openmp,mixed_fp32_fp64,22.0,1000000,8,0.0116943499999999,0.0202740585,0.019526305749999976,0.0035327283534792434,0.018902503249999925,0.0215644745,0.014020525249999936,0.022752092550000002,0.0010147509999999,0.00107213149999995,0.0867727577847344,0.05288193777284158
alternating_sign,openmp,mixed_fp32_fp64,22.0,1919384,8,0.014539425,0.022420354,0.022352407249999987,0.0051028272056067225,0.019742515500000002,0.025395935249999974,0.0154000869,0.02898741219999996,0.0021412699999999,0.00221549599999995,0.1472733619107977,0.09881628095613254
alternating_sign,openmp,mixed_fp32_fp64,22.0,3684032,8,0.0119006819999999,0.024202007,0.022651838249999987,0.005406670272521073,0.020472055000000003,0.0257200685,0.014238027499999936,0.0281878976,0.004163344,0.0042788815,0.34984079063704376,0.17679862252746226
alternating_sign,openmp,mixed_fp32_fp64,22.0,7071068,8,0.0162575309999999,0.0256332895,0.028974678624999937,0.014348044238664558,0.0175905839999999,0.032808148749999974,0.0164235475499999,0.052022168649999895,0.00714471,0.007352289,0.4394707904908835,0.286825809071442
