metric,input_distribution,precision,threads,n,n_obs,min,q05,q25,median,q75,q95,max,mean,std
parallel_error_vs_serial_same_precision,normal,fp64,2.0,26050038,12,4.409181200257546e-14,6.138511638057996e-14,9.573620865474489e-14,1.6190575198216434e-13,4.965411684761248e-13,1.0790036277026869e-12,1.111877273946491e-12,3.662961267244221e-13,3.943055000286761e-13
parallel_error_vs_serial_same_precision,normal,fp64,2.0,50000000,12,1.1738567684059764e-14,1.5287897296257587e-14,2.137194303638786e-14,1.5689697605513687e-13,3.939192236575871e-13,4.640136544198673e-13,4.732057431654697e-13,2.0153947129410713e-13,1.8950461995040658e-13
parallel_error_vs_serial_same_precision,normal,fp64,4.0,1000000,12,2.2056124094904447e-15,4.071953937111213e-15,9.199831332449891e-15,2.431624479691828e-14,4.070433056175332e-14,1.4881124116675636e-13,2.582159245200808e-13,4.409590836696938e-14,6.97416149576356e-14
parallel_error_vs_serial_same_precision,normal,fp64,4.0,1919384,12,7.833393788460156e-15,1.2430972004530026e-14,2.3076297103014495e-14,3.6680568085360436e-14,6.990181886735123e-14,2.1366531394344116e-13,2.4680457880626137e-13,6.743069825586886e-14,7.488653110936545e-14
parallel_error_vs_serial_same_precision,normal,fp64,4.0,3684032,12,1.5177016764759228e-14,2.7668979572315347e-14,4.277061479533797e-14,9.898910137053959e-14,2.1883293646335151e-13,4.905379588563852e-12,1.0345034472163752e-11,9.829961206128393e-13,2.9509253452367947e-12
parallel_error_vs_serial_same_precision,normal,fp64,4.0,7071068,12,1.6175423520645285e-15,1.0605918857173031e-14,4.6349569975990717e-14,8.583948649368744e-14,1.6279598743588096e-13,8.536610080378966e-13,1.597568365003442e-12,2.1732348052282485e-13,4.4040154622829865e-13
parallel_error_vs_serial_same_precision,normal,fp64,4.0,13572088,12,6.097244404252631e-15,9.722908341554831e-15,4.1377377528621626e-14,5.75368978863449e-14,1.5740252727000389e-13,3.955773687692916e-13,5.718148458162981e-13,1.2407231432813758e-13,1.5839774598112328e-13
parallel_error_vs_serial_same_precision,normal,fp64,4.0,26050038,12,2.125124677649721e-14,3.499389155621893e-14,7.066457380434155e-14,1.5471255115590772e-13,2.4501798355123963e-13,3.3331728484153046e-13,3.972633038917008e-13,1.6468688285627155e-13,1.1678426751098e-13
parallel_error_vs_serial_same_precision,normal,fp64,4.0,50000000,12,9.58649694198214e-15,1.0490103504509474e-14,8.431473268695682e-14,1.547752930328614e-13,3.6455729666839515e-13,6.583082798047049e-13,7.685229565354996e-13,2.416580447537427e-13,2.4264559068441217e-13
parallel_error_vs_serial_same_precision,normal,fp64,8.0,1000000,12,1.6966249303772654e-16,3.3889811009138534e-15,1.5734041855844042e-14,4.1717352878569506e-14,6.200233857980126e-14,2.009695775545068e-13,2.604244712729255e-13,6.19856970968705e-14,7.438527157241024e-14
parallel_error_vs_serial_same_precision,normal,fp64,8.0,1919384,12,1.047800951737884e-15,1.0222024275496924e-14,2.93467908930282e-14,6.152193433655307e-14,8.251357409539991e-14,1.612170045579109e-13,2.145123909250683e-13,6.906910257075715e-14,5.68451923838628e-14
parallel_error_vs_serial_same_precision,normal,fp64,8.0,3684032,12,1.1274355310963998e-14,1.984279108976657e-14,3.81098124465366e-14,5.6789181639311904e-14,1.610995145483786e-13,3.1667607679452473e-12,6.775175572283733e-12,6.412475119417142e-13,1.9328098233414003e-12
parallel_error_vs_serial_same_precision,normal,fp64,8.0,7071068,12,2.1968812335196452e-14,3.8866947398393093e-14,6.759238046533551e-14,9.993565019472629e-14,1.8987245202924547e-13,6.538831572729776e-13,1.0372037180879536e-12,1.9972920905127655e-13,2.7878273729280813e-13
parallel_error_vs_serial_same_precision,normal,fp64,8.0,13572088,12,1.3953151053740556e-14,1.882094971373091e-14,3.083618737405105e-14,9.908158107028501e-14,1.3619143269179269e-13,3.6275924110474984e-13,5.962478679535116e-13,1.239299525273549e-13,1.5801426239680105e-13
parallel_error_vs_serial_same_precision,normal,fp64,8.0,26050038,12,4.387561497452332e-14,5.1247944559190465e-14,1.0910966961210669e-13,1.576324641813014e-13,2.1186351255598986e-13,8.572206571396623e-13,1.3818002493791401e-12,2.667717802479063e-13,3.6601083851166557e-13
parallel_error_vs_serial_same_precision,normal,fp64,8.0,50000000,12,2.637503795396355e-14,4.465728778668265e-14,7.636578735334734e-14,1.3044683183414355e-13,2.3853028453847693e-13,7.419074044917049e-13,1.0439680126972209e-12,2.394057915416854e-13,2.858634865072503e-13
parallel_error_vs_serial_same_precision,normal,fp64,16.0,1000000,12,5.089874791131796e-16,3.7719214482891395e-15,1.7390607626588888e-14,4.4043101987633896e-14,5.926895586130265e-14,1.252430297269599e-13,1.378332369693855e-13,4.89223283686111e-14,4.289537820304647e-14
parallel_error_vs_serial_same_precision,normal,fp64,16.0,1919384,12,2.7485592240211063e-16,1.4409206472657186e-15,1.510196081573727e-14,4.299066211831027e-14,6.557248640303557e-14,1.3861473863800495e-13,1.865905743360668e-13,5.215695385449346e-14,5.2648564918404685e-14
parallel_error_vs_serial_same_precision,normal,fp64,16.0,3684032,12,1.1117183116287908e-14,1.5101551086993225e-14,2.1977317274610422e-14,4.008144004494218e-14,1.5193494564680236e-13,2.7750010880589996e-12,5.909260141191555e-12,5.57819307978823e-13,1.686716805985394e-12
parallel_error_vs_serial_same_precision,normal,fp64,16.0,7071068,12,2.226451870490757e-15,3.8166574221678865e-15,5.759723641970648e-14,8.003802209374727e-14,2.0368993118629306e-13,9.93039807234547e-13,1.5753956631470738e-12,2.480732682794079e-13,4.4146679143185486e-13
parallel_error_vs_serial_same_precision,normal,fp64,16.0,13572088,12,6.319698087108333e-15,2.1799268289698554e-14,7.172154180829675e-14,1.2410579027521709e-13,1.8709215908319197e-13,4.401852588140847e-13,7.065044468416094e-13,1.636538444325366e-13,1.8410181315756022e-13
parallel_error_vs_serial_same_precision,normal,fp64,16.0,26050038,12,3.09620813962211e-15,4.310298834213093e-15,4.2324153683072285e-14,1.8021423262450686e-13,3.627229665188973e-13,9.291572714161577e-13,9.299527737041619e-13,2.957579436422861e-13,3.3366411323838735e-13
parallel_error_vs_serial_same_precision,normal,fp64,16.0,50000000,12,6.351589593750511e-15,7.985431747031507e-15,1.9281388947742042e-14,4.479455609269962e-14,2.620549816807608e-13,7.397908002107774e-13,9.60932712136313e-13,2.038822650614294e-13,2.9201832249226843e-13
parallel_error_vs_serial_same_precision,normal,fp64,22.0,1000000,12,8.483124651886326e-16,4.890879924826916e-15,2.4710375235164442e-14,5.2031288180801507e-14,6.741776882660088e-14,1.832461428854594e-13,2.618968357748218e-13,6.478118709766296e-14,7.03255746534564e-14
parallel_error_vs_serial_same_precision,normal,fp64,22.0,1919384,12,2.06141941801583e-15,3.5313691991538755e-15,1.0336046843221959e-14,2.8283704200685775e-14,1.0410652618727555e-13,1.5803625811079377e-13,1.7602884371327053e-13,5.495865155186295e-14,6.066011227283448e-14
parallel_error_vs_serial_same_precision,normal,fp64,22.0,3684032,12,9.323024584066384e-15,1.9443645473688674e-14,4.2476238328973685e-14,8.278270061449987e-14,1.1260833642994562e-13,3.392378867224645e-12,7.25714736883504e-12,6.814263199754786e-13,2.0716388796178687e-12
parallel_error_vs_serial_same_precision,normal,fp64,22.0,7071068,12,9.647958105459948e-15,2.12448987265313e-14,4.70836156648665e-14,9.780491038890495e-14,1.7560830517658329e-13,3.2888120552474875e-13,4.5273060323137493e-13,1.3196584228557638e-13,1.2270487309863023e-13
parallel_error_vs_serial_same_precision,normal,fp64,22.0,13572088,12,1.0037167550113236e-14,1.3426345641546037e-14,6.212744927696433e-14,8.518552710263688e-14,2.2356952985961179e-13,4.667705846758229e-13,6.91105483309752e-13,1.6693660863340772e-13,1.8961209735971414e-13
parallel_error_vs_serial_same_precision,normal,fp64,22.0,26050038,12,9.642992302093039e-15,1.9361778058943243e-14,7.363045510769637e-14,2.278381693153764e-13,3.3738338777116485e-13,1.10155236675888e-12,1.4711328434805641e-12,3.4307569233155804e-13,4.16603581465528e-13
parallel_error_vs_serial_same_precision,normal,fp64,22.0,50000000,12,7.78314283931983e-15,1.41821527270469e-14,3.555528908803918e-14,5.4215672026050994e-14,2.443326154943802e-13,5.828113251962055e-13,7.48433770915925e-13,1.7641874287608078e-13,2.2718338808764234e-13
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,1.0,1000000,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,1.0,1919384,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,1.0,3684032,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,1.0,7071068,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,1.0,13572088,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,1.0,26050038,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,1.0,50000000,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,2.0,1000000,12,0.0,0.0,0.0,0.0,4.1628040712754825e-16,1.323926440934289e-15,1.4723619614116425e-15,3.0902457184052742e-16,5.12260416299333e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,2.0,1919384,12,0.0,0.0,1.548555539022687e-16,3.0443160911942337e-16,5.851712043567752e-16,1.2666527637677343e-15,1.4793925710329533e-15,4.3973390487425526e-16,4.492018909240567e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,2.0,3684032,12,0.0,0.0,1.9470359561182891e-16,2.8234640239847917e-16,4.800470179379532e-16,5.359186910444353e-15,8.16900316196221e-15,1.1605242186370803e-15,2.3571345664643977e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,2.0,7071068,12,0.0,0.0,9.361710526131486e-17,2.2469992848968704e-16,3.240833713531155e-16,2.4065284226081915e-15,3.0235519562990504e-15,5.490532978855332e-16,9.332713509530888e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,2.0,13572088,12,0.0,0.0,1.4645461017442957e-16,3.548666573179109e-16,1.0515669399351594e-15,3.752492961246161e-15,5.5784664444711216e-15,1.0383390574929774e-15,1.6254060970926703e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,2.0,26050038,12,4.821497703971456e-16,5.38876641521096e-16,9.936016547466424e-16,1.6693704590000853e-15,2.397715283493827e-15,4.781297153691266e-15,6.014113829339328e-15,2.0447981555845072e-15,1.573076823674097e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,2.0,50000000,12,0.0,1.7923493268159707e-16,4.852412961831245e-16,1.1433798155691678e-15,1.8783759665566623e-15,3.744937947056673e-15,3.975482937728982e-15,1.450544908805892e-15,1.291167981356285e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,4.0,1000000,12,0.0,0.0,0.0,1.579436052695561e-16,2.8338111428742025e-16,1.4861936270367956e-15,1.503098996134205e-15,3.415913006943186e-16,5.493350820424975e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,4.0,1919384,12,0.0,7.153311599977179e-17,1.6727589892611512e-16,3.000340508352378e-16,7.492765548371093e-16,1.2751017355118112e-15,1.775271085239544e-15,5.006102158018297e-16,4.914780461882063e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,4.0,3684032,12,0.0,6.436264033998272e-17,1.8018479721404815e-16,4.3709308251354923e-16,8.950019183955287e-16,1.271128975621033e-14,2.450700948588663e-14,2.6582220206743618e-15,6.931446593798469e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,4.0,7071068,12,0.0,0.0,1.5098350762032964e-16,3.3735737778304754e-16,6.745375200607868e-16,1.4100788023332414e-15,1.9016909859520358e-15,4.982735573345831e-16,5.435273717181644e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,4.0,13572088,12,1.2194488755880199e-16,1.7880354583396575e-16,2.981488122129498e-16,8.656565958768834e-16,2.0702182856972263e-15,4.413100829670372e-15,7.046483929858259e-15,1.4789390258184037e-15,1.9164264705854777e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,4.0,26050038,12,0.0,2.3221561779610314e-16,1.0727299977986505e-15,1.52817191523638e-15,2.2550346135892807e-15,5.305835749422099e-15,5.665259802166461e-15,2.0126540203604374e-15,1.7031207385912936e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,4.0,50000000,12,1.660598760547289e-16,2.623080223521897e-16,4.0505072741924836e-16,1.6850299281164827e-15,2.632853627609405e-15,3.916497067407862e-15,4.69829801731607e-15,1.7755970742549884e-15,1.424040943391082e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,8.0,1000000,12,0.0,0.0,1.2779809533703895e-16,2.277041733930701e-16,3.520850389025052e-16,9.939728574685082e-16,1.202479196907364e-15,3.233887076123561e-16,3.567822233853032e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,8.0,1919384,12,0.0,0.0,2.4006982864324523e-16,2.931411253670734e-16,6.0748212118865825e-16,8.756657413329143e-16,8.876355426197718e-16,3.8198153116125854e-16,2.971918742239782e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,8.0,3684032,12,0.0,1.0400937391368086e-16,2.1219742841210997e-16,3.3157951639462847e-16,5.59774737421333e-16,1.548966891906059e-14,3.267601264784884e-14,3.0987538176472032e-15,9.321321695157095e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,8.0,7071068,12,0.0,6.865254385829756e-17,1.5921392456250993e-16,3.003951836614292e-16,7.999359273878201e-16,2.4065284226081915e-15,3.0235519562990504e-15,7.224855098892654e-16,9.23811065295358e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,8.0,13572088,12,0.0,6.196417321625243e-17,1.5077810742484865e-16,4.857480782800817e-16,1.6563551462556747e-15,2.463096523977593e-15,2.6027580818598047e-15,8.877533622835883e-16,9.275843907851603e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,8.0,26050038,12,3.449049615598928e-16,3.698133959302054e-16,4.6106647872931e-16,1.2952295703576147e-15,2.357164013891785e-15,6.325865777756369e-15,6.7068959369327535e-15,2.0109229061648752e-15,2.1717516738911743e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,8.0,50000000,12,1.6294084789236096e-16,1.6465631338166334e-16,9.077489740180648e-16,1.60152390949062e-15,2.199485515713816e-15,2.6224494915413458e-15,2.735623251858227e-15,1.500287581423155e-15,8.739967526401557e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,16.0,1000000,12,0.0,0.0,1.645124847120098e-16,2.9425733822034327e-16,4.4041264261605525e-16,1.8973742711649775e-15,2.404958393814728e-15,5.305354352148144e-16,7.083031271966973e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,16.0,1919384,12,0.0,0.0,1.0307097065709785e-16,2.7974607070982136e-16,3.7463827741855467e-16,4.963343515956788e-16,5.73821062263712e-16,2.557617281363392e-16,1.8763479240964454e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,16.0,3684032,12,0.0,9.092788097918081e-17,1.9470359561182891e-16,4.172245187013163e-16,5.159071814008301e-16,9.622175753188884e-15,2.0422507904905525e-14,2.041148526713628e-15,5.792437111692907e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,16.0,7071068,12,0.0,6.785494467444279e-17,1.3230210191792919e-16,3.8999868487208745e-16,9.46339873671083e-16,4.238239984655323e-15,7.558879890747627e-15,1.0971558303655227e-15,2.095134823855924e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,16.0,13572088,12,0.0,0.0,1.7955138906763852e-16,6.88443617218516e-16,1.7682609077375165e-15,2.846837786297639e-15,3.8168454620065566e-15,1.042797406367809e-15,1.1424260281767395e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,16.0,26050038,12,1.7245248077994643e-16,2.9003966575488465e-16,6.955343476127419e-16,8.650899932501722e-16,1.6858870668555618e-15,3.738842238898395e-15,4.209879680537529e-15,1.4090396982908188e-15,1.2371669732571523e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,16.0,50000000,12,0.0,0.0,3.3419937360512077e-16,9.580110587696517e-16,1.8154930550056105e-15,2.444801412316735e-15,3.0662841006025227e-15,1.130887185172035e-15,9.6498123638459e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,22.0,1000000,12,0.0,0.0,0.0,1.7002997731519994e-16,3.2440908497045435e-16,1.4009660984367038e-15,1.503098996134205e-15,3.5084181031606414e-16,5.121076748910297e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,22.0,1919384,12,1.3006021090867596e-16,1.4085431779953416e-16,2.3174985227797855e-16,3.5523806554440976e-16,4.6708639211546435e-16,7.34353149455769e-16,8.876355426197718e-16,3.87399885340935e-16,2.196054628888477e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,22.0,3684032,12,0.0,9.144085303786486e-17,1.8777496546951525e-16,3.812127865570304e-16,4.36835126386241e-16,4.4615146504116254e-15,8.16900316196221e-15,1.0433775800982326e-15,2.2716475128876267e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,22.0,7071068,12,0.0,6.865254385829756e-17,1.5347660592127722e-16,2.8995380011080066e-16,7.820203228075815e-16,1.7438096207086104e-15,2.015701304199367e-15,5.62566714217344e-16,6.283013641215709e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,22.0,13572088,12,1.2194488755880199e-16,1.7880354583396575e-16,2.981488122129498e-16,5.193939575261301e-16,1.4380031877679819e-15,2.0841126964554896e-15,2.34882797661942e-15,9.127927575255682e-16,7.68314665133608e-16
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,22.0,26050038,12,0.0,7.740520593203439e-17,4.550220928900951e-16,7.811716559850541e-16,1.929093586866483e-15,6.504803188322393e-15,1.1419840040339048e-14,1.8779684377192137e-15,3.122560622960234e-15
parallel_error_vs_serial_same_precision,normal,mixed_fp32_fp64,22.0,50000000,12,0.0,0.0,3.736347211231401e-16,1.3089923210856242e-15,1.8393571683374264e-15,2.1892655488684305e-15,2.190202929001802e-15,1.1505412812402709e-15,8.633641350580361e-16
parallel_error_vs_serial_same_precision,positive_uniform,fp64,1.0,1000000,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,fp64,1.0,1919384,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,fp64,1.0,3684032,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,fp64,1.0,7071068,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,fp64,1.0,13572088,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,fp64,1.0,26050038,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,fp64,1.0,50000000,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,fp64,2.0,1000000,12,3.1446737086559214e-15,3.1449792366203355e-15,5.09290903807592e-15,1.629377571096738e-14,3.171125359345587e-14,5.578921645217379e-14,6.578294796136592e-14,2.210689623151084e-14,2.0257822022773677e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,2.0,1919384,12,1.0195002345007649e-14,1.3657192938659854e-14,2.0943627603909343e-14,2.7965840253034533e-14,3.4710490571699575e-14,5.31487454457082e-14,5.4060866145238116e-14,2.9549519943354526e-14,1.332848070639442e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,2.0,3684032,12,2.9092149777348377e-15,3.5339524833540308e-15,1.112218730338589e-14,3.222413366856493e-14,6.029083769975322e-14,9.5585167765153e-14,1.1800791013697705e-13,3.952438910733363e-14,3.6046004750462465e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,2.0,7071068,12,6.583951996482583e-15,7.742102323695757e-15,4.22817986466211e-14,8.027547061857838e-14,1.0057623299991226e-13,1.3238280916665617e-13,1.3744926311723826e-13,7.491541548277327e-14,4.3765768113654855e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,2.0,13572088,12,1.3719310721271281e-15,3.786676139293946e-15,2.1173203287909754e-14,5.5718764084500025e-14,1.225114729275015e-13,1.6130401137303076e-13,1.9512655534332799e-13,6.980446519876088e-14,6.230601925865529e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,2.0,26050038,12,1.5015550849768987e-14,2.146622826778206e-14,3.836119991607335e-14,8.673422687537768e-14,1.6034708555816065e-13,2.1917533853129734e-13,2.2089318227999226e-13,1.0341461394947963e-13,7.270826556986256e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,2.0,50000000,12,1.9518911727077176e-14,2.4601285232661315e-14,4.634468668711758e-14,8.843687722537009e-14,1.9057890260606887e-13,3.3836024364593713e-13,3.8843138966490845e-13,1.329953478683059e-13,1.191461800386153e-13
parallel_error_vs_serial_same_precision,positive_uniform,fp64,4.0,1000000,12,2.0950915572909235e-15,4.2097577758845675e-15,1.0129393974622744e-14,2.3393941383542404e-14,3.1976954239724037e-14,6.523630750079148e-14,6.543427509231273e-14,2.5939067773402837e-14,2.119425458374241e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,4.0,1919384,12,6.789956490250791e-15,7.991004718821775e-15,1.2890835763426354e-14,2.323401521694056e-14,5.427620570394142e-14,6.723658763510422e-14,7.284863528815955e-14,3.150543160435639e-14,2.3514085354503285e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,4.0,3684032,12,1.3020169975423604e-14,1.6353390187924047e-14,3.0359128304470606e-14,3.968584203368876e-14,6.397025931358151e-14,9.298232746413659e-14,1.011316368481199e-13,4.8174340833631916e-14,2.710254078335875e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,4.0,7071068,12,4.345408317678505e-15,4.4175097044624815e-15,3.615252950425885e-14,7.789416269221642e-14,1.137960699675645e-13,1.5867615104664135e-13,1.837983470345397e-13,7.872334827116545e-14,5.692080054050987e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,4.0,13572088,12,8.785971121651038e-15,1.4669689602678648e-14,5.1138817012306346e-14,8.232866097426673e-14,1.0041129151799385e-13,1.1505767818871284e-13,1.1597872644757614e-13,7.377132294508327e-14,3.673746570250631e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,4.0,26050038,12,1.3294339300886784e-14,1.4162352767368444e-14,4.240073177776825e-14,7.372161749213651e-14,1.9591025729051232e-13,2.2949867067433146e-13,2.3492103829818826e-13,1.0519071683035324e-13,8.541867020273853e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,4.0,50000000,12,7.300776739053995e-15,1.4761059521625022e-14,8.005315093286024e-14,1.513876328197636e-13,2.0864768385648882e-13,2.804750679129593e-13,2.823761183566426e-13,1.479865000585966e-13,9.625338907635943e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,8.0,1000000,12,3.4918108134715427e-16,4.131982324973323e-16,6.2869112829321826e-15,1.9262354833896725e-14,3.3489896450755144e-14,6.272690517366682e-14,6.495792197027783e-14,2.3573002236449634e-14,2.1831467774627117e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,8.0,1919384,12,5.334965813768478e-15,5.33537068540112e-15,1.9170401788764575e-14,2.917986101019159e-14,5.426634897785132e-14,6.157916111782146e-14,6.230315896524794e-14,3.3195518258141547e-14,2.161215992530649e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,8.0,3684032,12,4.8035578550106495e-15,8.06700929224602e-15,2.197233102679766e-14,5.523030341973287e-14,6.618243617174848e-14,9.09800187452191e-14,1.0656746232870633e-13,4.812156635028432e-14,3.079501737214765e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,8.0,7071068,12,7.903676854226253e-15,9.785073173074337e-15,4.279848248164357e-14,6.854768457431273e-14,1.2482839018988557e-13,1.5536371980590224e-13,1.7629368673298618e-13,7.920530455162956e-14,5.421426642990058e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,8.0,13572088,12,1.7837136206551065e-15,1.1071274877724447e-14,5.214012137657842e-14,7.388159119854701e-14,1.0249345917695464e-13,1.150051342790892e-13,1.1800902784476938e-13,7.215876934649516e-14,3.75503623815753e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,8.0,26050038,12,3.4321259085186257e-15,2.1758070556120414e-14,4.562274180315861e-14,5.762344278206398e-14,1.6867639979718377e-13,1.8608801692853848e-13,2.0189822716586254e-13,9.204825057902784e-14,6.759085380098667e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,8.0,50000000,12,1.4899544365416314e-14,2.637361902198998e-14,8.430670120327757e-14,1.4058850525075704e-13,2.284446616905555e-13,2.897223732713299e-13,2.956050088364994e-13,1.5346113472883368e-13,9.94455314542408e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,16.0,1000000,12,2.909842344559619e-15,3.7420631410174e-15,4.979730225698634e-15,1.8855017100433027e-14,3.060934110137189e-14,5.976587084952459e-14,6.065067624823432e-14,2.2826107394401977e-14,1.999499286875873e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,16.0,1919384,12,7.397223149649733e-15,9.330586957831917e-15,1.871529075706447e-14,2.5885991339097928e-14,5.271775583306801e-14,5.685955189849303e-14,5.696981461802827e-14,3.151877954609852e-14,1.902236053125652e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,16.0,3684032,12,2.7799506487373327e-15,6.187265535041429e-15,1.674363709698528e-14,5.711806900143845e-14,6.670465945527538e-14,9.260521926108679e-14,1.0201653867054095e-13,4.8511899099078966e-14,3.305102801620176e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,16.0,7071068,12,1.3172794757043756e-15,1.89639825937052e-15,4.9085784187676715e-14,7.03221328380176e-14,1.1797967511375683e-13,1.5278977914790543e-13,1.7234386552164222e-13,7.888703636719652e-14,5.368123377786133e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,16.0,13572088,12,7.409271962721214e-15,1.0658102997913341e-14,4.3876523368657294e-14,8.396568108298364e-14,1.0005862424788057e-13,1.1142999361215612e-13,1.1526463184837937e-13,7.09233670320125e-14,3.788609297596764e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,16.0,26050038,12,1.1869435433626914e-14,2.6655990560559286e-14,4.4546137442748535e-14,7.269673981498136e-14,1.5781302727445865e-13,1.9602525501223684e-13,2.0547291249103717e-13,9.476427901026641e-14,6.626312535949813e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,16.0,50000000,12,1.4899544365416315e-16,1.678554839856412e-14,7.742054461734767e-14,1.191980470118495e-13,1.9114597393893089e-13,2.808928503452552e-13,3.058856265833333e-13,1.3707099461352755e-13,9.833951984605979e-14
