metric,input_distribution,precision,threads,n,n_obs,min,q05,q25,median,q75,q95,max,mean,std
parallel_error_vs_serial_same_precision,positive_uniform,fp64,22.0,1000000,12,3.259023425906773e-15,3.7711612546780636e-15,4.600736621967126e-15,1.856400028037342e-14,3.1133096879024564e-14,6.215596981425476e-14,6.297891717906865e-14,2.3194340829204064e-14,2.0972810072840125e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,22.0,1919384,12,5.093170037463751e-15,6.559899167873472e-15,1.932192787000507e-14,2.8756505462857106e-14,5.302564001313113e-14,5.662158263151582e-14,5.676933694614601e-14,3.1569369492949926e-14,1.9104144445178815e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,22.0,3684032,12,7.458155616990221e-15,8.42957996159123e-15,1.8829202557877e-14,5.579971137973878e-14,6.593311698488322e-14,9.322416614431376e-14,1.013844659402402e-13,4.892289004903817e-14,3.193917745381799e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,22.0,7071068,12,2.1068646388744265e-15,6.889019522920227e-15,4.6357081936791326e-14,7.144265257264096e-14,1.2061224536084335e-13,1.5421040757187255e-13,1.7919022228797178e-13,7.864623561551209e-14,5.4217977214200386e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,22.0,13572088,12,1.0016238023678676e-14,1.1680228846690822e-14,4.157229743158651e-14,7.875214160071551e-14,1.0088649980262328e-13,1.139959674248043e-13,1.2130230304043733e-13,7.025991935688646e-14,3.791120888054484e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,22.0,26050038,12,1.530156134214554e-14,2.7178223490025042e-14,4.56181657034772e-14,8.200202726612045e-14,1.4848640359809193e-13,1.9194298029832913e-13,1.967506802976111e-13,9.443050967952669e-14,6.155199319457612e-14
parallel_error_vs_serial_same_precision,positive_uniform,fp64,22.0,50000000,12,2.234931654812448e-15,2.796839889022735e-14,5.6741769761612776e-14,1.2330093511494373e-13,1.7769757454733705e-13,2.8350024503188e-13,3.142293163488797e-13,1.3573043253604355e-13,9.524791154396751e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,1.0,1000000,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,1.0,1919384,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,1.0,3684032,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,1.0,7071068,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,1.0,13572088,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,1.0,26050038,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,1.0,50000000,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,2.0,1000000,12,0.0,6.401668648044161e-17,2.0343954393624105e-16,6.400876950185409e-16,1.22256026168944e-15,1.8280282516678584e-15,2.212918535838648e-15,7.664557926752329e-16,6.92491535015974e-16
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,2.0,1919384,12,0.0,6.67095385138279e-17,3.6372028011455145e-16,1.5768708756331746e-15,2.848028563541206e-15,4.221260606563101e-15,4.4868402711275695e-15,1.798889727539019e-15,1.634388279865632e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,2.0,3684032,12,5.056123261704662e-16,6.449346522877912e-16,1.5475488525856047e-15,2.3382107791378283e-15,5.435033522807584e-15,8.246744937146438e-15,8.592574733000259e-15,3.633483421961921e-15,2.829156899494925e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,2.0,7071068,12,6.58395199650733e-16,1.0206384228561968e-15,3.1611916818592533e-15,6.3865573588342654e-15,1.3166871739281249e-14,1.4540607104886225e-14,1.540735638662027e-14,7.572830974438186e-15,5.423105799886112e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,2.0,13572088,12,1.0979769461308393e-15,2.381317422985539e-15,4.287934596236741e-15,6.6562573797575226e-15,1.2966152301264994e-14,2.962938321491497e-14,3.951307392833261e-14,1.1068905550595047e-14,1.1109253768379815e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,2.0,26050038,12,2.001298389372083e-15,8.92136584545973e-15,1.651559852104027e-14,3.6322331779374556e-14,4.089936414584337e-14,6.706983444717515e-14,6.77691220952992e-14,3.409254178859419e-14,2.0113671234946876e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,2.0,50000000,12,6.555804045028671e-15,9.588031800714551e-15,3.054832484017803e-14,4.499806490719583e-14,8.179888247267989e-14,1.240760944395912e-13,1.2966061935613482e-13,5.620141772040903e-14,4.1117803393244117e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,4.0,1000000,12,0.0,6.399722604058708e-17,3.200859080438912e-16,8.147299965872482e-16,1.2220920132585853e-15,2.166500514824195e-15,2.678796122330994e-15,9.023163990970194e-16,7.679691826693483e-16
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,4.0,1919384,12,2.4242474305754967e-16,2.424251091674003e-16,3.33746114319295e-16,2.1826530353212537e-15,3.1539483960740753e-15,4.045076099662556e-15,4.243614261487011e-15,2.0011736100739185e-15,1.567293551019252e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,4.0,3684032,12,2.527517150549037e-16,3.920110087820942e-16,1.2956136027639893e-15,3.2227458786846578e-15,5.781670235226455e-15,6.9523243679326316e-15,6.9525179480894e-15,3.622959667275019e-15,2.58140690265957e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,4.0,7071068,12,1.317019241842485e-16,2.0408788640830855e-16,4.0175701380712646e-15,8.361419249951832e-15,9.582730807283561e-15,1.5310566299764764e-14,2.0016394621934024e-14,7.62787113063446e-15,5.600195801003173e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,4.0,13572088,12,0.0,2.2637076012820353e-16,2.9844340144048702e-15,6.998798740126186e-15,1.561125730284849e-14,2.888177221343672e-14,3.567152507418916e-14,1.085179935716639e-14,1.0740659576134892e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,4.0,26050038,12,2.144663356723168e-15,2.9318776423410625e-15,1.4121749523027959e-14,2.4022751587837808e-14,4.5758402847640985e-14,6.994709642055847e-14,8.30863610635104e-14,3.100529569219809e-14,2.4707709715508266e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,4.0,50000000,12,1.2667381765953327e-14,1.5370132761096286e-14,2.0377159979409728e-14,4.089937954080406e-14,6.992386963989073e-14,1.3374499396848398e-13,1.4096454246190594e-13,5.51083492691332e-14,4.575614062374484e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,8.0,1000000,12,2.324485793644456e-16,2.326352336748837e-16,3.200062971535773e-16,8.147701446780584e-16,1.1929866279045826e-15,2.073336313368045e-15,2.329387932461734e-15,9.216670612490904e-16,6.925732272653236e-16
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,8.0,1919384,12,0.0,6.66870726738621e-17,4.853474767648774e-16,2.0004273620344085e-15,3.0938135320974275e-15,4.286421253468778e-15,4.4861065050005535e-15,1.940585219654764e-15,1.5855018860228604e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,8.0,3684032,12,2.527517150549037e-16,3.2244282453024734e-16,1.358837812596605e-15,3.2860333389159762e-15,6.160787745425908e-15,7.388426298486053e-15,7.458155617041356e-15,3.75990643384957e-15,2.807675278765976e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,8.0,7071068,12,7.899382937748911e-16,1.2247049318147412e-15,4.709042665654481e-15,8.229758542907573e-15,9.352010692368102e-15,1.5508232718000463e-14,1.9489647395041023e-14,7.78144967649009e-15,5.152557427346046e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,8.0,13572088,12,4.1158320023309734e-16,5.625364752433165e-16,1.4068309148687068e-15,8.09671971130827e-15,1.3656578455086819e-14,2.8181924171582132e-14,3.663191228772503e-14,1.0222753471206982e-14,1.0727950054821056e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,8.0,26050038,12,7.151924115693226e-16,2.1305026827094e-15,1.136883694970641e-14,2.5022011300797593e-14,4.786759773412952e-14,6.647223772830941e-14,7.8510175944694e-14,3.045694970407015e-14,2.3917773184172217e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,8.0,50000000,12,3.87472854017396e-15,7.479956382478369e-15,2.3094925766083508e-14,3.292809317580771e-14,7.626196841561096e-14,1.365621995288571e-13,1.3737379904958141e-13,5.522021056872029e-14,4.8529039873932106e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,16.0,1000000,12,2.324485793644456e-16,2.325963127951747e-16,2.3279537776301914e-16,8.148854991116262e-16,1.1639381380643208e-15,2.061678057863417e-15,2.4458573290848207e-15,9.21674286203543e-16,6.996618088280914e-16
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,16.0,1919384,12,0.0,1.3333397479150294e-16,4.547813622323983e-16,2.000361382576138e-15,3.3359334602311022e-15,4.263319118824745e-15,4.7285987485140974e-15,1.9911163813066733e-15,1.6242306502043302e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,16.0,3684032,12,1.2637585752745187e-16,4.742782413984347e-16,1.390424512312669e-15,3.4124020526745887e-15,6.066528669207492e-15,7.570520794456426e-15,7.710974451517334e-15,3.854704625945808e-15,2.791762237457716e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,16.0,7071068,12,1.184907440662337e-15,1.1851328730100817e-15,5.400614390411572e-15,8.361434804026694e-15,9.022138639901852e-15,1.518555463881156e-14,1.9094586974871276e-14,7.759495937376656e-15,5.004789198634361e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,16.0,13572088,12,0.0,5.282536491937918e-16,1.612508664610867e-15,8.43951493446658e-15,1.3828378485818469e-14,2.828485027314523e-14,3.635751594100049e-14,1.0371370511167117e-14,1.0566968084953667e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,16.0,26050038,12,1.2873463408247809e-15,1.7588706995688938e-15,1.1726345352102145e-14,2.3808596020460782e-14,5.033433990683794e-14,6.711567281946688e-14,7.836717015973097e-14,3.0552338495100434e-14,2.442381017188001e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,16.0,50000000,12,1.7883362493110583e-15,5.967446997650055e-15,2.2722957336291556e-14,3.113965836825773e-14,7.64483603770077e-14,1.3138421063675813e-13,1.342448947328339e-13,5.3543923965350186e-14,4.82385622055958e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,22.0,1000000,12,1.1639397541898474e-16,1.802240075889882e-16,3.200062971535773e-16,8.730458344050857e-16,1.1929866279045826e-15,2.061678057863417e-15,2.4458573290848207e-15,9.313706403154125e-16,7.076059504886219e-16
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,22.0,1919384,12,0.0,1.333741453477242e-16,5.460779937781408e-16,2.121729364056635e-15,3.3061316883282243e-15,4.328846488749327e-15,4.7285987485140974e-15,2.021474575653665e-15,1.6372603757703868e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,22.0,3684032,12,2.527517150549037e-16,6.007155615376349e-16,1.5484088212934768e-15,3.2860333389159762e-15,5.9401437888624796e-15,7.501019399689076e-15,7.710974451517334e-15,3.854708264022074e-15,2.685185924137783e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,22.0,7071068,12,7.899382937748911e-16,1.1522688735134045e-15,5.400614390411572e-15,8.163897081235721e-15,9.186708338380471e-15,1.5172363256780763e-14,1.9226273781594524e-14,7.737543599645813e-15,5.0410457986159034e-15
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,22.0,13572088,12,5.490117228295743e-16,6.24339875486981e-16,1.4750611174191407e-15,8.302437522581402e-15,1.4034291605321496e-14,2.8223111095132214e-14,3.622031776763823e-14,1.0291366633085741e-14,1.0553792705971556e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,22.0,26050038,12,1.0012693761970516e-15,2.180599660378695e-15,1.1726345352102145e-14,2.3236617476998063e-14,4.969086999930033e-14,6.669387648585183e-14,7.8653181729657e-14,3.038550978199014e-14,2.4232870161881596e-14
parallel_error_vs_serial_same_precision,positive_uniform,mixed_fp32_fp64,22.0,50000000,12,3.725700519398037e-15,6.6753658180634784e-15,2.2909214382679694e-14,3.151214525663181e-14,7.626201739964545e-14,1.3225583398213778e-13,1.3618183550034424e-13,5.402816309111876e-14,4.799005300691825e-14
