experiment,input_distribution,method,precision,threads,n,trial,repeat,seed_x,seed_y,runtime,result
runtime,normal,openmp,mixed_fp32_fp64,8,13572088,0,6,123,456,0.016529205000000002,5270.0082493413092
runtime,normal,openmp,fp64,8,13572088,0,7,123,456,0.0094841140000000001,5270.0082922149013
runtime,normal,openmp,mixed_fp32_fp64,8,13572088,0,7,123,456,0.0072606779999999996,5270.0082493413092
runtime,normal,openmp,fp64,16,13572088,0,0,123,456,0.023049125,5270.0082922148185
runtime,normal,openmp,mixed_fp32_fp64,16,13572088,0,0,123,456,0.025972225000000002,5270.0082493413083
runtime,normal,openmp,fp64,16,13572088,0,1,123,456,0.024218984999999998,5270.0082922148194
runtime,normal,openmp,mixed_fp32_fp64,16,13572088,0,1,123,456,0.020105649,5270.0082493413092
runtime,normal,openmp,fp64,16,13572088,0,2,123,456,0.019580594,5270.0082922148176
runtime,normal,openmp,mixed_fp32_fp64,16,13572088,0,2,123,456,0.021603772,5270.0082493413083
runtime,normal,openmp,fp64,16,13572088,0,3,123,456,0.020369952,5270.0082922148176
runtime,normal,openmp,mixed_fp32_fp64,16,13572088,0,3,123,456,0.023990648,5270.0082493413083
runtime,normal,openmp,fp64,16,13572088,0,4,123,456,0.023159029000000001,5270.0082922148176
runtime,normal,openmp,mixed_fp32_fp64,16,13572088,0,4,123,456,0.018542080999999998,5270.0082493413083
runtime,normal,openmp,fp64,16,13572088,0,5,123,456,0.015326968,5270.0082922148185
runtime,normal,openmp,mixed_fp32_fp64,16,13572088,0,5,123,456,0.018300589999999999,5270.0082493413092
runtime,normal,openmp,fp64,16,13572088,0,6,123,456,0.017032148,5270.0082922148176
runtime,normal,openmp,mixed_fp32_fp64,16,13572088,0,6,123,456,0.015845084999999998,5270.0082493413101
runtime,normal,openmp,fp64,16,13572088,0,7,123,456,0.021371194999999999,5270.0082922148185
runtime,normal,openmp,mixed_fp32_fp64,16,13572088,0,7,123,456,0.01860417,5270.0082493413101
runtime,normal,openmp,fp64,22,13572088,0,0,123,456,0.031276302999999998,5270.0082922148649
runtime,normal,openmp,mixed_fp32_fp64,22,13572088,0,0,123,456,0.035821922999999999,5270.0082493413092
runtime,normal,openmp,fp64,22,13572088,0,1,123,456,0.021841586,5270.0082922148649
runtime,normal,openmp,mixed_fp32_fp64,22,13572088,0,1,123,456,0.027826039,5270.0082493413101
runtime,normal,openmp,fp64,22,13572088,0,2,123,456,0.021269509999999998,5270.0082922148649
runtime,normal,openmp,mixed_fp32_fp64,22,13572088,0,2,123,456,0.036346940000000001,5270.0082493413101
runtime,normal,openmp,fp64,22,13572088,0,3,123,456,0.018856675999999999,5270.0082922148649
runtime,normal,openmp,mixed_fp32_fp64,22,13572088,0,3,123,456,0.020892332999999999,5270.0082493413092
runtime,normal,openmp,fp64,22,13572088,0,4,123,456,0.012176487,5270.0082922148658
runtime,normal,openmp,mixed_fp32_fp64,22,13572088,0,4,123,456,0.017512973000000001,5270.0082493413101
runtime,normal,openmp,fp64,22,13572088,0,5,123,456,0.022278082000000001,5270.0082922148649
runtime,normal,openmp,mixed_fp32_fp64,22,13572088,0,5,123,456,0.021391772999999999,5270.0082493413101
runtime,normal,openmp,fp64,22,13572088,0,6,123,456,0.015485273000000001,5270.0082922148649
runtime,normal,openmp,mixed_fp32_fp64,22,13572088,0,6,123,456,0.017302609,5270.0082493413111
runtime,normal,openmp,fp64,22,13572088,0,7,123,456,0.018235662999999999,5270.0082922148649
runtime,normal,openmp,mixed_fp32_fp64,22,13572088,0,7,123,456,0.020773797,5270.0082493413083
runtime,normal,serial,fp64,,26050038,0,0,123,456,0.022241932999999998,5667.1000546352016
runtime,normal,serial,mixed_fp32_fp64,,26050038,0,0,123,456,0.023609462000000001,5667.1000669554169
runtime,normal,serial,fp64,,26050038,0,1,123,456,0.021763873999999999,5667.1000546352016
runtime,normal,serial,mixed_fp32_fp64,,26050038,0,1,123,456,0.024114986000000001,5667.1000669554169
runtime,normal,serial,fp64,,26050038,0,2,123,456,0.021172709000000001,5667.1000546352016
runtime,normal,serial,mixed_fp32_fp64,,26050038,0,2,123,456,0.025783977999999999,5667.1000669554169
runtime,normal,serial,fp64,,26050038,0,3,123,456,0.021936678000000001,5667.1000546352016
runtime,normal,serial,mixed_fp32_fp64,,26050038,0,3,123,456,0.023536905,5667.1000669554169
runtime,normal,serial,fp64,,26050038,0,4,123,456,0.022568079000000001,5667.1000546352016
runtime,normal,serial,mixed_fp32_fp64,,26050038,0,4,123,456,0.023482823999999999,5667.1000669554169
runtime,normal,serial,fp64,,26050038,0,5,123,456,0.021015808,5667.1000546352016
runtime,normal,serial,mixed_fp32_fp64,,26050038,0,5,123,456,0.022933691999999999,5667.1000669554169
runtime,normal,serial,fp64,,26050038,0,6,123,456,0.022456911999999999,5667.1000546352016
runtime,normal,serial,mixed_fp32_fp64,,26050038,0,6,123,456,0.023630681000000001,5667.1000669554169
runtime,normal,serial,fp64,,26050038,0,7,123,456,0.020906191000000001,5667.1000546352016
runtime,normal,serial,mixed_fp32_fp64,,26050038,0,7,123,456,0.023381892000000001,5667.1000669554169
runtime,normal,openmp,fp64,1,26050038,0,0,123,456,0.024555891999999999,5667.1000546352016
runtime,normal,openmp,mixed_fp32_fp64,1,26050038,0,0,123,456,0.024707639999999999,5667.1000669554169
runtime,normal,openmp,fp64,1,26050038,0,1,123,456,0.021991469999999999,5667.1000546352016
runtime,normal,openmp,mixed_fp32_fp64,1,26050038,0,1,123,456,0.026633206,5667.1000669554169
runtime,normal,openmp,fp64,1,26050038,0,2,123,456,0.021218115999999999,5667.1000546352016
runtime,normal,openmp,mixed_fp32_fp64,1,26050038,0,2,123,456,0.025062554000000001,5667.1000669554169
runtime,normal,openmp,fp64,1,26050038,0,3,123,456,0.022264240000000001,5667.1000546352016
runtime,normal,openmp,mixed_fp32_fp64,1,26050038,0,3,123,456,0.024252979000000001,5667.1000669554169
runtime,normal,openmp,fp64,1,26050038,0,4,123,456,0.021582456999999999,5667.1000546352016
runtime,normal,openmp,mixed_fp32_fp64,1,26050038,0,4,123,456,0.023970650999999999,5667.1000669554169
runtime,normal,openmp,fp64,1,26050038,0,5,123,456,0.022383469,5667.1000546352016
runtime,normal,openmp,mixed_fp32_fp64,1,26050038,0,5,123,456,0.025057825999999998,5667.1000669554169
runtime,normal,openmp,fp64,1,26050038,0,6,123,456,0.024845717999999999,5667.1000546352016
runtime,normal,openmp,mixed_fp32_fp64,1,26050038,0,6,123,456,0.024629486999999999,5667.1000669554169
runtime,normal,openmp,fp64,1,26050038,0,7,123,456,0.022083313,5667.1000546352016
runtime,normal,openmp,mixed_fp32_fp64,1,26050038,0,7,123,456,0.023657555,5667.1000669554169
runtime,normal,openmp,fp64,2,26050038,0,0,123,456,0.013448239000000001,5667.1000546334653
runtime,normal,openmp,mixed_fp32_fp64,2,26050038,0,0,123,456,0.015340082,5667.1000669554214
runtime,normal,openmp,fp64,2,26050038,0,1,123,456,0.012474043000000001,5667.1000546334653
runtime,normal,openmp,mixed_fp32_fp64,2,26050038,0,1,123,456,0.014453046000000001,5667.1000669554214
runtime,normal,openmp,fp64,2,26050038,0,2,123,456,0.013100404,5667.1000546334653
runtime,normal,openmp,mixed_fp32_fp64,2,26050038,0,2,123,456,0.014544377000000001,5667.1000669554214
runtime,normal,openmp,fp64,2,26050038,0,3,123,456,0.012801376,5667.1000546334653
runtime,normal,openmp,mixed_fp32_fp64,2,26050038,0,3,123,456,0.014724516,5667.1000669554214
runtime,normal,openmp,fp64,2,26050038,0,4,123,456,0.012583789,5667.1000546334653
runtime,normal,openmp,mixed_fp32_fp64,2,26050038,0,4,123,456,0.014877232000000001,5667.1000669554214
runtime,normal,openmp,fp64,2,26050038,0,5,123,456,0.013099718999999999,5667.1000546334653
runtime,normal,openmp,mixed_fp32_fp64,2,26050038,0,5,123,456,0.014438289,5667.1000669554214
runtime,normal,openmp,fp64,2,26050038,0,6,123,456,0.012302713,5667.1000546334653
runtime,normal,openmp,mixed_fp32_fp64,2,26050038,0,6,123,456,0.013773214000000001,5667.1000669554214
runtime,normal,openmp,fp64,2,26050038,0,7,123,456,0.013226247999999999,5667.1000546334653
runtime,normal,openmp,mixed_fp32_fp64,2,26050038,0,7,123,456,0.015094915,5667.1000669554214
runtime,normal,openmp,fp64,4,26050038,0,0,123,456,0.013954784,5667.1000546344203
runtime,normal,openmp,mixed_fp32_fp64,4,26050038,0,0,123,456,0.013217319,5667.1000669554342
runtime,normal,openmp,fp64,4,26050038,0,1,123,456,0.010190915,5667.1000546344203
runtime,normal,openmp,mixed_fp32_fp64,4,26050038,0,1,123,456,0.010829935000000001,5667.1000669554342
runtime,normal,openmp,fp64,4,26050038,0,2,123,456,0.0096195719999999998,5667.1000546344203
runtime,normal,openmp,mixed_fp32_fp64,4,26050038,0,2,123,456,0.0086921450000000001,5667.1000669554342
runtime,normal,openmp,fp64,4,26050038,0,3,123,456,0.0083692620000000006,5667.1000546344194
runtime,normal,openmp,mixed_fp32_fp64,4,26050038,0,3,123,456,0.013739067000000001,5667.1000669554342
runtime,normal,openmp,fp64,4,26050038,0,4,123,456,0.0091071209999999993,5667.1000546344203
runtime,normal,openmp,mixed_fp32_fp64,4,26050038,0,4,123,456,0.011286378,5667.1000669554342
runtime,normal,openmp,fp64,4,26050038,0,5,123,456,0.0089888659999999999,5667.1000546344203
runtime,normal,openmp,mixed_fp32_fp64,4,26050038,0,5,123,456,0.01066166,5667.1000669554342
runtime,normal,openmp,fp64,4,26050038,0,6,123,456,0.0087903500000000006,5667.1000546344194
runtime,normal,openmp,mixed_fp32_fp64,4,26050038,0,6,123,456,0.0089385579999999992,5667.1000669554342
runtime,normal,openmp,fp64,4,26050038,0,7,123,456,0.0082577229999999998,5667.1000546344203
runtime,normal,openmp,mixed_fp32_fp64,4,26050038,0,7,123,456,0.0089764430000000006,5667.1000669554342
runtime,normal,openmp,fp64,8,26050038,0,0,123,456,0.01454373,5667.1000546343021
runtime,normal,openmp,mixed_fp32_fp64,8,26050038,0,0,123,456,0.014545628999999999,5667.1000669554351
runtime,normal,openmp,fp64,8,26050038,0,1,123,456,0.015032647,5667.1000546343021
runtime,normal,openmp,mixed_fp32_fp64,8,26050038,0,1,123,456,0.01570939,5667.1000669554351
runtime,normal,openmp,fp64,8,26050038,0,2,123,456,0.020749018000000001,5667.1000546343012
runtime,normal,openmp,mixed_fp32_fp64,8,26050038,0,2,123,456,0.017258391000000001,5667.1000669554351
runtime,normal,openmp,fp64,8,26050038,0,3,123,456,0.012463435,5667.1000546343021
runtime,normal,openmp,mixed_fp32_fp64,8,26050038,0,3,123,456,0.018253406,5667.100066955436
runtime,normal,openmp,fp64,8,26050038,0,4,123,456,0.0075785460000000002,5667.1000546343021
runtime,normal,openmp,mixed_fp32_fp64,8,26050038,0,4,123,456,0.0096390769999999994,5667.1000669554351
runtime,normal,openmp,fp64,8,26050038,0,5,123,456,0.010134826,5667.1000546343021
runtime,normal,openmp,mixed_fp32_fp64,8,26050038,0,5,123,456,0.010349339000000001,5667.1000669554351
runtime,normal,openmp,fp64,8,26050038,0,6,123,456,0.011608459,5667.1000546343021
runtime,normal,openmp,mixed_fp32_fp64,8,26050038,0,6,123,456,0.0083168630000000007,5667.1000669554351
runtime,normal,openmp,fp64,8,26050038,0,7,123,456,0.012144011999999999,5667.1000546343021
runtime,normal,openmp,mixed_fp32_fp64,8,26050038,0,7,123,456,0.01449459,5667.100066955436
runtime,normal,openmp,fp64,16,26050038,0,0,123,456,0.022574548999999999,5667.1000546343548
runtime,normal,openmp,mixed_fp32_fp64,16,26050038,0,0,123,456,0.020824799000000001,5667.1000669554314
runtime,normal,openmp,fp64,16,26050038,0,1,123,456,0.020318461999999999,5667.1000546343566
runtime,normal,openmp,mixed_fp32_fp64,16,26050038,0,1,123,456,0.025253069,5667.1000669554323
runtime,normal,openmp,fp64,16,26050038,0,2,123,456,0.021813451000000001,5667.1000546343566
runtime,normal,openmp,mixed_fp32_fp64,16,26050038,0,2,123,456,0.020189970000000002,5667.1000669554332
runtime,normal,openmp,fp64,16,26050038,0,3,123,456,0.019639288000000001,5667.1000546343566
runtime,normal,openmp,mixed_fp32_fp64,16,26050038,0,3,123,456,0.029890547,5667.1000669554305
runtime,normal,openmp,fp64,16,26050038,0,4,123,456,0.016696875,5667.1000546343566
runtime,normal,openmp,mixed_fp32_fp64,16,26050038,0,4,123,456,0.028238681000000002,5667.1000669554305
runtime,normal,openmp,fp64,16,26050038,0,5,123,456,0.024979772000000001,5667.1000546343557
runtime,normal,openmp,mixed_fp32_fp64,16,26050038,0,5,123,456,0.021464477999999999,5667.1000669554323
runtime,normal,openmp,fp64,16,26050038,0,6,123,456,0.024089507,5667.1000546343575
runtime,normal,openmp,mixed_fp32_fp64,16,26050038,0,6,123,456,0.015276734,5667.1000669554314
runtime,normal,openmp,fp64,16,26050038,0,7,123,456,0.019459243000000001,5667.1000546343566
runtime,normal,openmp,mixed_fp32_fp64,16,26050038,0,7,123,456,0.023900910000000001,5667.1000669554323
runtime,normal,openmp,fp64,22,26050038,0,0,123,456,0.024634126999999999,5667.1000546342339
runtime,normal,openmp,mixed_fp32_fp64,22,26050038,0,0,123,456,0.025823972000000001,5667.1000669554323
runtime,normal,openmp,fp64,22,26050038,0,1,123,456,0.018048076,5667.1000546342339
runtime,normal,openmp,mixed_fp32_fp64,22,26050038,0,1,123,456,0.017993182,5667.1000669554342
runtime,normal,openmp,fp64,22,26050038,0,2,123,456,0.023263071,5667.1000546342339
runtime,normal,openmp,mixed_fp32_fp64,22,26050038,0,2,123,456,0.012171013,5667.1000669554332
runtime,normal,openmp,fp64,22,26050038,0,3,123,456,0.031524502000000003,5667.1000546342329
runtime,normal,openmp,mixed_fp32_fp64,22,26050038,0,3,123,456,0.026158280999999999,5667.1000669554332
runtime,normal,openmp,fp64,22,26050038,0,4,123,456,0.024942801000000001,5667.1000546342339
runtime,normal,openmp,mixed_fp32_fp64,22,26050038,0,4,123,456,0.026758747999999999,5667.1000669554342
runtime,normal,openmp,fp64,22,26050038,0,5,123,456,0.026225938000000001,5667.1000546342329
runtime,normal,openmp,mixed_fp32_fp64,22,26050038,0,5,123,456,0.023885235000000001,5667.1000669554323
runtime,normal,openmp,fp64,22,26050038,0,6,123,456,0.015936361,5667.1000546342339
runtime,normal,openmp,mixed_fp32_fp64,22,26050038,0,6,123,456,0.015350513,5667.1000669554323
runtime,normal,openmp,fp64,22,26050038,0,7,123,456,0.016794201000000002,5667.1000546342329
runtime,normal,openmp,mixed_fp32_fp64,22,26050038,0,7,123,456,0.010047036000000001,5667.1000669554323
runtime,normal,serial,fp64,,50000000,0,0,123,456,0.138124471,6391.7926565366497
runtime,normal,serial,mixed_fp32_fp64,,50000000,0,0,123,456,0.048748393000000001,6391.7927448365263
runtime,normal,serial,fp64,,50000000,0,1,123,456,0.054865487999999997,6391.7926565366497
runtime,normal,serial,mixed_fp32_fp64,,50000000,0,1,123,456,0.045869568999999999,6391.7927448365263
runtime,normal,serial,fp64,,50000000,0,2,123,456,0.040641515000000003,6391.7926565366497
runtime,normal,serial,mixed_fp32_fp64,,50000000,0,2,123,456,0.046564266,6391.7927448365263
runtime,normal,serial,fp64,,50000000,0,3,123,456,0.040816269000000002,6391.7926565366497
runtime,normal,serial,mixed_fp32_fp64,,50000000,0,3,123,456,0.044662120999999999,6391.7927448365263
runtime,normal,serial,fp64,,50000000,0,4,123,456,0.041598919999999998,6391.7926565366497
runtime,normal,serial,mixed_fp32_fp64,,50000000,0,4,123,456,0.044679143999999997,6391.7927448365263
runtime,normal,serial,fp64,,50000000,0,5,123,456,0.040263504999999998,6391.7926565366497
runtime,normal,serial,mixed_fp32_fp64,,50000000,0,5,123,456,0.045335162999999998,6391.7927448365263
runtime,normal,serial,fp64,,50000000,0,6,123,456,0.041110336999999997,6391.7926565366497
runtime,normal,serial,mixed_fp32_fp64,,50000000,0,6,123,456,0.052710391000000002,6391.7927448365263
runtime,normal,serial,fp64,,50000000,0,7,123,456,0.042414281999999998,6391.7926565366497
runtime,normal,serial,mixed_fp32_fp64,,50000000,0,7,123,456,0.047000610999999998,6391.7927448365263
runtime,normal,openmp,fp64,1,50000000,0,0,123,456,0.041664213999999998,6391.7926565366497
runtime,normal,openmp,mixed_fp32_fp64,1,50000000,0,0,123,456,0.044955230999999998,6391.7927448365263
runtime,normal,openmp,fp64,1,50000000,0,1,123,456,0.039883345000000001,6391.7926565366497
runtime,normal,openmp,mixed_fp32_fp64,1,50000000,0,1,123,456,0.046145448999999998,6391.7927448365263
runtime,normal,openmp,fp64,1,50000000,0,2,123,456,0.040135391999999999,6391.7926565366497
runtime,normal,openmp,mixed_fp32_fp64,1,50000000,0,2,123,456,0.048841752000000002,6391.7927448365263
runtime,normal,openmp,fp64,1,50000000,0,3,123,456,0.040757636,6391.7926565366497
runtime,normal,openmp,mixed_fp32_fp64,1,50000000,0,3,123,456,0.046919836999999999,6391.7927448365263
runtime,normal,openmp,fp64,1,50000000,0,4,123,456,0.041236668999999997,6391.7926565366497
runtime,normal,openmp,mixed_fp32_fp64,1,50000000,0,4,123,456,0.044951458,6391.7927448365263
runtime,normal,openmp,fp64,1,50000000,0,5,123,456,0.043323958000000003,6391.7926565366497
runtime,normal,openmp,mixed_fp32_fp64,1,50000000,0,5,123,456,0.047556906000000003,6391.7927448365263
runtime,normal,openmp,fp64,1,50000000,0,6,123,456,0.040151236999999999,6391.7926565366497
runtime,normal,openmp,mixed_fp32_fp64,1,50000000,0,6,123,456,0.045051534999999997,6391.7927448365263
runtime,normal,openmp,fp64,1,50000000,0,7,123,456,0.042791526000000003,6391.7926565366497
runtime,normal,openmp,mixed_fp32_fp64,1,50000000,0,7,123,456,0.043970924000000002,6391.7927448365263
runtime,normal,openmp,fp64,2,50000000,0,0,123,456,0.027862206,6391.792656536315
runtime,normal,openmp,mixed_fp32_fp64,2,50000000,0,0,123,456,0.032850559000000001,6391.7927448365053
runtime,normal,openmp,fp64,2,50000000,0,1,123,456,0.024835383999999999,6391.792656536315
runtime,normal,openmp,mixed_fp32_fp64,2,50000000,0,1,123,456,0.032577913,6391.7927448365053
runtime,normal,openmp,fp64,2,50000000,0,2,123,456,0.02631116,6391.792656536315
runtime,normal,openmp,mixed_fp32_fp64,2,50000000,0,2,123,456,0.024948978,6391.7927448365053
runtime,normal,openmp,fp64,2,50000000,0,3,123,456,0.026806516999999998,6391.792656536315
runtime,normal,openmp,mixed_fp32_fp64,2,50000000,0,3,123,456,0.031674071999999998,6391.7927448365053
runtime,normal,openmp,fp64,2,50000000,0,4,123,456,0.025951156,6391.792656536315
runtime,normal,openmp,mixed_fp32_fp64,2,50000000,0,4,123,456,0.029327063,6391.7927448365053
runtime,normal,openmp,fp64,2,50000000,0,5,123,456,0.025138303000000001,6391.792656536315
runtime,normal,openmp,mixed_fp32_fp64,2,50000000,0,5,123,456,0.025261611999999999,6391.7927448365053
runtime,normal,openmp,fp64,2,50000000,0,6,123,456,0.025062220999999999,6391.792656536315
runtime,normal,openmp,mixed_fp32_fp64,2,50000000,0,6,123,456,0.028192368999999998,6391.7927448365053
runtime,normal,openmp,fp64,2,50000000,0,7,123,456,0.023786272000000001,6391.792656536315
runtime,normal,openmp,mixed_fp32_fp64,2,50000000,0,7,123,456,0.026132044,6391.7927448365053
runtime,normal,openmp,fp64,4,50000000,0,0,123,456,0.023428784000000001,6391.7926565346443
runtime,normal,openmp,mixed_fp32_fp64,4,50000000,0,0,123,456,0.026477045000000001,6391.7927448365208
runtime,normal,openmp,fp64,4,50000000,0,1,123,456,0.016409401000000001,6391.7926565346434
runtime,normal,openmp,mixed_fp32_fp64,4,50000000,0,1,123,456,0.017560315,6391.7927448365208
runtime,normal,openmp,fp64,4,50000000,0,2,123,456,0.015993015999999999,6391.7926565346434
runtime,normal,openmp,mixed_fp32_fp64,4,50000000,0,2,123,456,0.016690578000000001,6391.7927448365208
runtime,normal,openmp,fp64,4,50000000,0,3,123,456,0.015792173999999999,6391.7926565346434
runtime,normal,openmp,mixed_fp32_fp64,4,50000000,0,3,123,456,0.017439461,6391.7927448365208
runtime,normal,openmp,fp64,4,50000000,0,4,123,456,0.021849654,6391.7926565346434
runtime,normal,openmp,mixed_fp32_fp64,4,50000000,0,4,123,456,0.017181925000000001,6391.7927448365199
runtime,normal,openmp,fp64,4,50000000,0,5,123,456,0.016394882999999999,6391.7926565346434
runtime,normal,openmp,mixed_fp32_fp64,4,50000000,0,5,123,456,0.017620798999999999,6391.7927448365199
runtime,normal,openmp,fp64,4,50000000,0,6,123,456,0.016342466999999999,6391.7926565346434
runtime,normal,openmp,mixed_fp32_fp64,4,50000000,0,6,123,456,0.017364757000000001,6391.7927448365208
runtime,normal,openmp,fp64,4,50000000,0,7,123,456,0.015925572999999998,6391.7926565346443
runtime,normal,openmp,mixed_fp32_fp64,4,50000000,0,7,123,456,0.018146335,6391.7927448365208
runtime,normal,openmp,fp64,8,50000000,0,0,123,456,0.027637862999999999,6391.7926565356056
runtime,normal,openmp,mixed_fp32_fp64,8,50000000,0,0,123,456,0.015943136,6391.7927448365263
runtime,normal,openmp,fp64,8,50000000,0,1,123,456,0.018443826,6391.7926565356056
runtime,normal,openmp,mixed_fp32_fp64,8,50000000,0,1,123,456,0.012785579,6391.7927448365263
runtime,normal,openmp,fp64,8,50000000,0,2,123,456,0.015328135,6391.7926565356047
runtime,normal,openmp,mixed_fp32_fp64,8,50000000,0,2,123,456,0.021262018000000001,6391.7927448365244
runtime,normal,openmp,fp64,8,50000000,0,3,123,456,0.01288542,6391.7926565356056
runtime,normal,openmp,mixed_fp32_fp64,8,50000000,0,3,123,456,0.013786839,6391.7927448365263
runtime,normal,openmp,fp64,8,50000000,0,4,123,456,0.011558139,6391.7926565356029
runtime,normal,openmp,mixed_fp32_fp64,8,50000000,0,4,123,456,0.012104790000000001,6391.7927448365263
runtime,normal,openmp,fp64,8,50000000,0,5,123,456,0.012659808,6391.7926565356047
runtime,normal,openmp,mixed_fp32_fp64,8,50000000,0,5,123,456,0.012779931,6391.7927448365244
runtime,normal,openmp,fp64,8,50000000,0,6,123,456,0.011172728999999999,6391.7926565356047
runtime,normal,openmp,mixed_fp32_fp64,8,50000000,0,6,123,456,0.014490266,6391.7927448365281
runtime,normal,openmp,fp64,8,50000000,0,7,123,456,0.012040399,6391.7926565356047
runtime,normal,openmp,mixed_fp32_fp64,8,50000000,0,7,123,456,0.011496964,6391.7927448365263
runtime,normal,openmp,fp64,16,50000000,0,0,123,456,0.020375805,6391.7926565362732
runtime,normal,openmp,mixed_fp32_fp64,16,50000000,0,0,123,456,0.028940869000000001,6391.7927448365181
runtime,normal,openmp,fp64,16,50000000,0,1,123,456,0.029394011000000001,6391.7926565362732
runtime,normal,openmp,mixed_fp32_fp64,16,50000000,0,1,123,456,0.026967185000000001,6391.7927448365181
runtime,normal,openmp,fp64,16,50000000,0,2,123,456,0.028647097,6391.7926565362723
runtime,normal,openmp,mixed_fp32_fp64,16,50000000,0,2,123,456,0.026598717000000001,6391.7927448365181
runtime,normal,openmp,fp64,16,50000000,0,3,123,456,0.019235988999999998,6391.7926565362723
runtime,normal,openmp,mixed_fp32_fp64,16,50000000,0,3,123,456,0.019795687999999999,6391.7927448365172
runtime,normal,openmp,fp64,16,50000000,0,4,123,456,0.018879716000000001,6391.7926565362723
runtime,normal,openmp,mixed_fp32_fp64,16,50000000,0,4,123,456,0.021430953999999999,6391.7927448365181
runtime,normal,openmp,fp64,16,50000000,0,5,123,456,0.018921080999999999,6391.7926565362723
runtime,normal,openmp,mixed_fp32_fp64,16,50000000,0,5,123,456,0.015331872999999999,6391.7927448365181
runtime,normal,openmp,fp64,16,50000000,0,6,123,456,0.022833740000000002,6391.7926565362723
runtime,normal,openmp,mixed_fp32_fp64,16,50000000,0,6,123,456,0.014731759000000001,6391.7927448365181
runtime,normal,openmp,fp64,16,50000000,0,7,123,456,0.022570508,6391.7926565362723
runtime,normal,openmp,mixed_fp32_fp64,16,50000000,0,7,123,456,0.013967789,6391.7927448365181
runtime,normal,openmp,fp64,22,50000000,0,0,123,456,0.029535377000000002,6391.7926565363696
runtime,normal,openmp,mixed_fp32_fp64,22,50000000,0,0,123,456,0.046692667,6391.7927448365244
runtime,normal,openmp,fp64,22,50000000,0,1,123,456,0.028762442999999999,6391.7926565363696
runtime,normal,openmp,mixed_fp32_fp64,22,50000000,0,1,123,456,0.044078068999999998,6391.7927448365217
runtime,normal,openmp,fp64,22,50000000,0,2,123,456,0.024763791,6391.7926565363687
runtime,normal,openmp,mixed_fp32_fp64,22,50000000,0,2,123,456,0.026953682999999999,6391.7927448365226
runtime,normal,openmp,fp64,22,50000000,0,3,123,456,0.029961113000000001,6391.7926565363696
runtime,normal,openmp,mixed_fp32_fp64,22,50000000,0,3,123,456,0.027205494,6391.7927448365226
runtime,normal,openmp,fp64,22,50000000,0,4,123,456,0.025564155000000002,6391.7926565363732
runtime,normal,openmp,mixed_fp32_fp64,22,50000000,0,4,123,456,0.019617379000000001,6391.7927448365244
runtime,normal,openmp,fp64,22,50000000,0,5,123,456,0.020508618999999999,6391.7926565363696
runtime,normal,openmp,mixed_fp32_fp64,22,50000000,0,5,123,456,0.030087062000000001,6391.7927448365226
runtime,normal,openmp,fp64,22,50000000,0,6,123,456,0.025380598000000001,6391.7926565363687
runtime,normal,openmp,mixed_fp32_fp64,22,50000000,0,6,123,456,0.022828128999999999,6391.7927448365226
runtime,normal,openmp,fp64,22,50000000,0,7,123,456,0.017609013,6391.7926565363714
runtime,normal,openmp,mixed_fp32_fp64,22,50000000,0,7,123,456,0.022569731999999999,6391.7927448365217
runtime,positive_uniform,serial,fp64,,1000000,0,0,123,456,0.00090364099999999995,250616.76842434966
runtime,positive_uniform,serial,mixed_fp32_fp64,,1000000,0,0,123,456,0.0011672659999999999,250616.76843575737
runtime,positive_uniform,serial,fp64,,1000000,0,1,123,456,0.00084460600000000002,250616.76842434966
runtime,positive_uniform,serial,mixed_fp32_fp64,,1000000,0,1,123,456,0.001065171,250616.76843575737
runtime,positive_uniform,serial,fp64,,1000000,0,2,123,456,0.000804625,250616.76842434966
runtime,positive_uniform,serial,mixed_fp32_fp64,,1000000,0,2,123,456,0.0010257669999999999,250616.76843575737
runtime,positive_uniform,serial,fp64,,1000000,0,3,123,456,0.00077121600000000002,250616.76842434966
runtime,positive_uniform,serial,mixed_fp32_fp64,,1000000,0,3,123,456,0.001018003,250616.76843575737
runtime,positive_uniform,serial,fp64,,1000000,0,4,123,456,0.00076341600000000005,250616.76842434966
runtime,positive_uniform,serial,mixed_fp32_fp64,,1000000,0,4,123,456,0.0014395110000000001,250616.76843575737
runtime,positive_uniform,serial,fp64,,1000000,0,5,123,456,0.001007219,250616.76842434966
runtime,positive_uniform,serial,mixed_fp32_fp64,,1000000,0,5,123,456,0.0014506429999999999,250616.76843575737
runtime,positive_uniform,serial,fp64,,1000000,0,6,123,456,0.00095193199999999995,250616.76842434966
runtime,positive_uniform,serial,mixed_fp32_fp64,,1000000,0,6,123,456,0.0012146360000000001,250616.76843575737
runtime,positive_uniform,serial,fp64,,1000000,0,7,123,456,0.00086535300000000002,250616.76842434966
runtime,positive_uniform,serial,mixed_fp32_fp64,,1000000,0,7,123,456,0.0012120010000000001,250616.76843575737
runtime,positive_uniform,openmp,fp64,1,1000000,0,0,123,456,0.000850864,250616.76842434966
runtime,positive_uniform,openmp,mixed_fp32_fp64,1,1000000,0,0,123,456,0.001028838,250616.76843575737
runtime,positive_uniform,openmp,fp64,1,1000000,0,1,123,456,0.00075456099999999995,250616.76842434966
runtime,positive_uniform,openmp,mixed_fp32_fp64,1,1000000,0,1,123,456,0.001001528,250616.76843575737
